name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
BS&B Safety Systems,bsbsystems.com,https://www.linkedin.com/company/bs&b-safety-systems,Industrial Machinery Manufacturing,Privately Held,501-1000,16517,-,Tulsa,Oklahoma,United States,https://www.bsbsystems.com
Handtmann Processing,handtmann.com,https://www.linkedin.com/company/handtmannmf,Machinery Manufacturing,Partnership,501-1000,16515,1954,Biberach,Baden-Wurttemberg,Germany,https://www.global.processing.handtmann.com
Manroland Sheetfed,manrolandsheetfed.com,https://www.linkedin.com/company/manroland,Industrial Machinery Manufacturing,Privately Held,1001-5000,16496,1871,Offenbach,-,Germany,https://www.manrolandsheetfed.com
Krause Automation,thyssenkrupp-automation-engineering.com,https://www.linkedin.com/company/krause-automation,Automation Machinery Manufacturing,Public Company,501-1000,16435,1950,Munich,-,Germany,https://krause-automation.com
Cook Compression,cookcompression.com,https://www.linkedin.com/company/cook-compression,Machinery Manufacturing,Public Company,501-1000,16443,1888,The Woodlands,Texas,United States,https://www.cookcompression.com
Hobart GmbH,hobart.de,https://www.linkedin.com/company/hobart-gmbh,Machinery Manufacturing,Self-Owned,1001-5000,16307,1930,Offenburg,Baden-Wurttemberg,Germany,https://www.hobart.de
Puffer-Sweiven,puffer.com,https://www.linkedin.com/company/puffer-sweiven,Automation Machinery Manufacturing,Privately Held,501-1000,16176,1945,Stafford,Texas,United States,https://www.puffer.com
Ebro Armaturen,ebro-armaturen.com,https://www.linkedin.com/company/ebro-armaturen,Industrial Machinery Manufacturing,Privately Held,1001-5000,16059,1972,Hagen,-,Germany,https://www.ebro-armaturen.com
Eisenmann Inc.,eisenmann.com,https://www.linkedin.com/company/eisenmann-inc,Industrial Machinery Manufacturing,Privately Held,501-1000,16049,-,Greenville,South Carolina,United States,https://www.eisenmann.com
Brock Solutions,brocksolutions.com,https://www.linkedin.com/company/brock-solutions,Automation Machinery Manufacturing,Privately Held,501-1000,16037,1992,Kitchener,Ontario,Canada,https://www.brocksolutions.com
Messer Cutting Systems,messer-cutting.com,https://www.linkedin.com/company/messer-cutting-systems,Machinery Manufacturing,Privately Held,501-1000,15829,1898,Menomonee Falls,Wisconsin,United States,https://www.messer-cutting.com
Gebhardt Intralogistics Group,gebhardt-group.com,https://www.linkedin.com/company/gebhardt-group,Automation Machinery Manufacturing,Public Company,1001-5000,15681,1952,Sinsheim,-,Germany,https://gebhardt-group.com
weisstechnik,weiss-technik.com,https://www.linkedin.com/company/weisstechnik-international,Industrial Machinery Manufacturing,Privately Held,1001-5000,15671,-,Reiskirchen,-,Germany,https://www.weiss-technik.com
Boldrocchi Group,boldrocchigroup.com,https://www.linkedin.com/company/boldrocchi,Industrial Machinery Manufacturing,Privately Held,501-1000,15599,1909,Biassono,Manitoba,Canada,https://www.boldrocchigroup.com
Andritz Nonwoven And Textile,andritz.com,https://www.linkedin.com/company/andritz-nonwoven-and-textile,Machinery Manufacturing,Public Company,10001+,15490,-,Krefeld,-,Germany,https://www.andritz.com/nonwoven-textile-en
Brammer Group,rubix-group.com,https://www.linkedin.com/company/brammer-group,Industrial Machinery Manufacturing,Privately Held,1001-5000,15245,1920,Knutsford,Cheshire,United Kingdom,https://www.rubix-group.com
"Aerotech, Inc.",aerotech.com,https://www.linkedin.com/company/aerotech-inc-,Automation Machinery Manufacturing,Privately Held,501-1000,15129,1970,Pittsburgh,Pennsylvania,United States,https://www.aerotech.com
DeZURIK,dezurik.com,https://www.linkedin.com/company/dezurik,Industrial Machinery Manufacturing,Privately Held,501-1000,14813,1928,Sartell,Minnesota,United States,https://www.dezurik.com
Reflex Winkelmann,reflex-winkelmann.com,https://www.linkedin.com/company/reflex-winkelmann-gmbh,Machinery Manufacturing,Public Company,1001-5000,14717,1972,Ahlen,-,Germany,https://www.reflex-winkelmann.com
Tigercat Industries,tigercat.com,https://www.linkedin.com/company/tigercat-tci,Machinery Manufacturing,Privately Held,501-1000,14702,-,Brantford,Ontario,Canada,https://www.tigercat.com
Stahl Cranesystems Gmbh,cmco.com,https://www.linkedin.com/company/stahl-cranesystems,Machinery Manufacturing,Public Company,501-1000,14702,1876,Kunzelsau,Baden-Wurttemberg,Germany,https://www.cmco.com/en-de/our-brands/stahlcranes
Hako,hako.com,https://www.linkedin.com/company/hakogmbh,Machinery Manufacturing,Public Company,1001-5000,14637,1948,Bad Oldesloe,Schleswig-Holstein,Germany,https://www.hako.com
XNRGY Climate Systems,xnrgy.com,https://www.linkedin.com/company/xnrgy-climate-systems,Industrial Machinery Manufacturing,Privately Held,501-1000,14624,2019,Mesa,Arizona,United States,https://xnrgy.com
Nationwide Platforms,nationwideplatforms.co.uk,https://www.linkedin.com/company/nationwide-platforms,Machinery Manufacturing,Public Company,1001-5000,14491,-,Lutterworth,Leicestershire,United Kingdom,https://www.nationwideplatforms.co.uk
Wilson Tool International,wilsontool.com,https://www.linkedin.com/company/wilson-tool-international,Machinery Manufacturing,Privately Held,501-1000,14468,1966,White Bear Lake,Minnesota,United States,https://www.wilsontool.com
Robbins,robbinstbm.com,https://www.linkedin.com/company/the-robbins-company,Machinery Manufacturing,Privately Held,501-1000,14438,1952,Solon,Ohio,United States,https://www.robbinstbm.com
Skf Lubrication,jsgindustrial.com,https://www.linkedin.com/company/skf-lubrication,Industrial Machinery Manufacturing,Public Company,1001-5000,14272,1907,Berlin,-,Germany,https://www.skf.com/us/products/lubrication-management
Ktr Systems Gmbh,ktr.com,https://www.linkedin.com/company/ktr-group-worldwide,Industrial Machinery Manufacturing,Privately Held,1001-5000,14178,1959,Rheine,-,Germany,https://www.ktr.com
Hobart Filler Metals,hobartbrothers.com,https://www.linkedin.com/company/hobartfillermetals,Industrial Machinery Manufacturing,Public Company,501-1000,14061,-,Troy,Ohio,United States,https://www.hobartbrothers.com
Heavy Metal Equipment & Rentals,heavymetalequipment.ca,https://www.linkedin.com/company/heavy-metal-equipment-&-rentals,Machinery Manufacturing,Public Company,501-1000,13997,2009,Camrose,Alberta,Canada,https://www.heavymetalequipment.ca
Dillinger,dillinger.de,https://www.linkedin.com/company/dillinger-h-tte,Fabricated Metal Products,Public Company,5001-10000,13972,1685,-,-,Germany,https://www.dillinger.de/impressum
FAULHABER Drive Systems,faulhaber.com,https://www.linkedin.com/company/faulhaber-drive-systems,Engines and Power Transmission Equipment Manufacturing,Privately Held,1001-5000,13927,1947,Schönaich,-,Germany,https://www.faulhaber.com
Nash,nashpumps.com,https://www.linkedin.com/company/nashpumps,Machinery Manufacturing,Public Company,501-1000,13917,1905,Charleroi,Pennsylvania,United States,https://www.nashpumps.com
"R.A Jones, a Coesia company",rajones.com,https://www.linkedin.com/company/ra-jones,Machinery Manufacturing,Privately Held,501-1000,14012,1905,Covington,Kentucky,United States,https://www.rajones.com
LHY,lhy.com,https://www.linkedin.com/company/lhy-powertrain,Machinery Manufacturing,Privately Held,1001-5000,13702,1904,Aschaffenburg,-,Germany,https://www.lhy.com
Brooks Instrument,brooksinstrument.com,https://www.linkedin.com/company/brooks-instrument,Automation Machinery Manufacturing,Public Company,501-1000,13625,-,Hatfield,Pennsylvania,United States,https://www.brooksinstrument.com
Witzenmann Group,witzenmann.com,https://www.linkedin.com/company/witzenmann-gmbh,Fabricated Metal Products,Privately Held,1001-5000,13538,-,Pforzheim,Baden-Wurttemberg,Germany,https://www.witzenmann.com
Blanchard Machinery,blanchardmachinery.com,https://www.linkedin.com/company/blanchard-machinery,Machinery Manufacturing,Privately Held,501-1000,13554,1982,West Columbia,South Carolina,United States,https://www.blanchardmachinery.com
Viastore Group,viastore.com,https://www.linkedin.com/company/viastoregroup,Industrial Machinery Manufacturing,Privately Held,501-1000,13329,-,Stuttgart,-,Germany,https://www.viastore.com
USNR,usnr.com,https://www.linkedin.com/company/usnr,Machinery Manufacturing,Privately Held,501-1000,13187,-,Woodland,Washington,United States,https://www.usnr.com
Merrill Steel,merrillsteel.com,https://www.linkedin.com/company/merrill-iron-&-steel-inc-,Fabricated Metal Products,Privately Held,501-1000,13145,1962,Schofield,Wisconsin,United States,https://www.merrillsteel.com
Bw Integrated Systems,bwintegratedsystems.com,https://www.linkedin.com/company/bwintegratedsystems,Machinery Manufacturing,Privately Held,501-1000,13139,-,Romeoville,Illinois,United States,https://www.bwintegratedsystems.com
Global Power Components,globalpowercomponents.com,https://www.linkedin.com/company/globalpowercomponents,Industrial Machinery Manufacturing,Privately Held,501-1000,13132,1996,Milwaukee,Wisconsin,United States,https://www.globalpowercomponents.com
SAGE Group,gotosage.com,https://www.linkedin.com/company/sage-group-of-companies,Industrial Automation,Privately Held,501-1000,13072,-,Adelaide,-,Australia,https://www.gotosage.com
WENZEL Group GmbH & Co. KG,wenzel-group.com,https://www.linkedin.com/company/wenzel-group,Machinery Manufacturing,Public Company,501-1000,13057,1968,Wiesthal,-,Germany,https://www.wenzel-group.com
Hayley Group Limited,hayley-group.co.uk,https://www.linkedin.com/company/hayley-group,Industrial Machinery Manufacturing,Privately Held,1001-5000,13031,1976,Halesowen,-,United Kingdom,https://www.hayley-group.co.uk
SW - Schwäbische Werkzeugmaschinen,sw-machines.com,https://www.linkedin.com/company/swmachines,Machinery Manufacturing,Privately Held,1001-5000,13015,1995,Schramberg,Waldmossingen,Germany,https://sw-machines.com/impressum
HAIMER USA,haimer.com,https://www.linkedin.com/company/haimer-usa,Machinery Manufacturing,Privately Held,501-1000,12942,-,Villa Park,Illinois,United States,https://www.haimer.com/us
BUNDY REFRIGERATION,bundyrefrigeration.com,https://www.linkedin.com/company/bundy-refrigeration,Machinery Manufacturing,Privately Held,1001-5000,12933,-,Glasgow,-,United Kingdom,https://www.bundyrefrigeration.com
Buhler Industries Inc,buhlerindustries.com,https://www.linkedin.com/company/buhler-industries-inc-,Machinery Manufacturing,Public Company,501-1000,12929,1932,Winnipeg,Manitoba,Canada,https://www.buhlerindustries.com
Freo Group Pty Ltd,freogroup.com.au,https://www.linkedin.com/company/freo-group-limited,Machinery Manufacturing,Privately Held,1001-5000,12902,1974,Hope Valley,-,Australia,https://www.freogroup.com.au
Gonzalez,gonzalez-group.com,https://www.linkedin.com/company/gonzalez-group,Automation Machinery Manufacturing,Privately Held,501-1000,12755,1975,Pontiac,Michigan,United States,https://www.gonzalez-group.com
Twin Disc,twindisc.com,https://www.linkedin.com/company/twin-disc,Machinery Manufacturing,Public Company,501-1000,12728,1918,Milwaukee,Wisconsin,United States,https://www.twindisc.com
Kme,kme.com,https://www.linkedin.com/company/kme,Fabricated Metal Products,Privately Held,1001-5000,12668,1873,Osnabrück,-,Germany,https://www.kme.com
Boge Compressors Ltd Uk,boge.com,https://www.linkedin.com/company/boge-compressors,Machinery Manufacturing,Privately Held,501-1000,12623,1907,Huddersfield,West Yorkshire,United Kingdom,https://www.boge.com/en-uk
Nidec Minster Corporation,minster.com,https://www.linkedin.com/company/nidec-minster,Machinery Manufacturing,Public Company,501-1000,12594,1896,Minster,Ohio,United States,https://www.minster.com
PASLIN,paslin.com,https://www.linkedin.com/company/the-paslin-company,Automation Machinery Manufacturing,Privately Held,501-1000,12500,1937,Warren,Michigan,United States,https://www.paslin.com
"Kinze Manufacturing, Inc.",kinze.com,https://www.linkedin.com/company/kinze-manufacturing-inc,Machinery Manufacturing,Privately Held,501-1000,12485,1965,Williamsburg,Iowa,United States,https://www.kinze.com
Erhardt Leimer Gmbh,erhardt-leimer.com,https://www.linkedin.com/company/erhardt-leimer-gmbh,Automation Machinery Manufacturing,Privately Held,1001-5000,12411,-,Stadtbergen,-,Germany,https://www.erhardt-leimer.com
Siemens Electrical Products Gb&i,linkedin.com,https://www.linkedin.com/company/electrical-products-ep-it-s-sentron-we-re-sirius,Electric Power Transmission; Control; and Distribution,Public Company,10001+,12398,2020,Manchester,England,United Kingdom,https://www.linkedin.com/groups/13301102
Wec Group Ltd,wec-group.com,https://www.linkedin.com/company/wec-group-ltd,Industrial Machinery Manufacturing,Privately Held,1001-5000,12356,1979,Darwen,Lancashire,United Kingdom,https://www.wec-group.com
Harting Technologiegruppe,harting.com,https://www.linkedin.com/company/harting-deutschland,Automation Machinery Manufacturing,Public Company,5001-10000,12308,-,Espelkamp,-,Germany,https://www.harting.com/de-de
Finlay,terexfinlay.com,https://www.linkedin.com/company/terex-finlay,Machinery Manufacturing,Public Company,501-1000,12237,1958,Omagh,Northern Ireland,United Kingdom,https://www.terexfinlay.com
HANSA-FLEX AG,hansa-flex.com,https://www.linkedin.com/company/hansa-flex-ag,Industrial Machinery Manufacturing,Public Company,5001-10000,12099,1962,Bremen,-,Germany,https://www.hansa-flex.com
GMH Gruppe,gmh-gruppe.de,https://www.linkedin.com/company/gmh-gruppe,Fabricated Metal Products,Privately Held,5001-10000,12089,1997,Georgsmarienhutte,Niedersachsen,Germany,https://www.gmh-gruppe.de
G&s Engineering Services,g-s.com.au,https://www.linkedin.com/company/g&s-engineering,Industrial Machinery Manufacturing,Privately Held,501-1000,11997,1995,Mackay,-,Australia,https://www.g-s.com.au
Luxfer Gas Cylinders,luxfercylinders.com,https://www.linkedin.com/company/luxfer,Industrial Machinery Manufacturing,Public Company,501-1000,11984,1897,Riverside,California,United States,https://www.luxfercylinders.com
Salford Group,salfordgroup.com,https://www.linkedin.com/company/salford-farm-machinery,Machinery Manufacturing,Privately Held,501-1000,11983,-,Salford,Ontario,Canada,https://www.salfordgroup.com
Pbst,pbst.eu,https://www.linkedin.com/company/pbst,Industrial Machinery Manufacturing,Self-Owned,501-1000,11908,-,Augsburg,Bayern,Germany,https://www.pbst.eu
Stemmann-Technik Gmbh - A Wabtec Company,stemmann.com,https://www.linkedin.com/company/stemmann-technik-gmbh,Machinery Manufacturing,Public Company,501-1000,11874,1912,Schuttorf,Niedersachsen,Germany,https://www.stemmann.com
"Maverick Technologies, A Rockwell Automation Company",mavtechglobal.com,https://www.linkedin.com/company/maverick-technologies,Industrial Automation,Privately Held,501-1000,11825,1999,Columbia,Illinois,United States,https://www.mavtechglobal.com
Wiha Werkzeuge,wiha.com,https://www.linkedin.com/company/wiha-werkzeuge,Industrial Machinery Manufacturing,Privately Held,501-1000,11718,-,-,-,Germany,https://www.wiha.com
Schenck,schenck-rotec.com,https://www.linkedin.com/company/schenck-rotec-gmbh,Machinery Manufacturing,Public Company,1001-5000,11685,-,Germany,Hessen,Germany,https://www.schenck-rotec.com/en-de
PAR Systems,par.com,https://www.linkedin.com/company/par-systems,Automation Machinery Manufacturing,Privately Held,501-1000,11654,1961,Shoreview,Minnesota,United States,https://www.par.com
Waelzholz Group,waelzholz.com,https://www.linkedin.com/company/waelzholz,Fabricated Metal Products,Public Company,1001-5000,11604,1829,Hagen,-,Germany,https://www.waelzholz.com
Rubix UKII,rubix.com,https://www.linkedin.com/company/rubix-ukii,Industrial Machinery Manufacturing,Privately Held,1001-5000,11616,-,Wolverhampton,England,United Kingdom,https://uk.rubix.com
Achenbach Buschhütten GmbH & Co. KG,achenbach.de,https://www.linkedin.com/company/achenbach-buschhuetten,Machinery Manufacturing,Partnership,501-1000,11584,1452,Kreuztal,Nordrhein-Westfalen,Germany,https://www.achenbach.de
Vag-Group,vag-group.com,https://www.linkedin.com/company/vag-group,Industrial Machinery Manufacturing,Privately Held,1001-5000,11475,1872,Mannheim,-,Germany,https://www.vag-group.com
Altex Industries Inc,altexinc.com,https://www.linkedin.com/company/altex-industries-inc,Industrial Machinery Manufacturing,Privately Held,501-1000,11474,2001,Edmonton,Alberta,Canada,https://altexinc.com
Harris Products Group,harrisproductsgroup.com,https://www.linkedin.com/company/harris_products_group,Machinery Manufacturing,Public Company,501-1000,11381,1904,Mason,Ohio,United States,https://www.harrisproductsgroup.com
Denso Robotics Europe,densorobotics-europe.com,https://www.linkedin.com/company/denso-robotics-europe,Automation Machinery Manufacturing,Public Company,10001+,11379,1949,Morfelden-Walldorf,Hessen,Germany,https://www.densorobotics-europe.com
Heye International Gmbh,heye-international.com,https://www.linkedin.com/company/heye-international-gmbh,Machinery Manufacturing,Privately Held,501-1000,11335,2003,Obernkirchen,-,Germany,https://www.heye-international.com
tk accelis Processing Europe,thyssenkrupp-materials-processing-europe.com,https://www.linkedin.com/company/thyssenkrupp-materials-processing,Fabricated Metal Products,Public Company,501-1000,11246,-,Krefeld,Nordrhein-Westfalen,Germany,https://www.thyssenkrupp-materials-processing-europe.com
tk accelis Processing Europe,-,https://www.linkedin.com/company/tkaccelis-processing-europe,Fabricated Metal Products,Public Company,501-1000,11231,-,Krefeld,Nordrhein-Westfalen,Germany,https://www.thyssenkrupp-materials-processing-europe.com
Rdo Equipment Australia,rdoequipment.com.au,https://www.linkedin.com/company/rdo-equipment-australia,Machinery Manufacturing,Privately Held,501-1000,11216,1968,Richlands,-,Australia,https://www.rdoequipment.com.au
Bsw Group,thebswgroup.co.uk,https://www.linkedin.com/company/thebswgroup,Industrial Machinery Manufacturing,Privately Held,1001-5000,11194,1848,Dunfermline,Fife,United Kingdom,https://www.thebswgroup.co.uk
"U.S. Tsubaki Power Transmission, LLC",ustsubaki.com,https://www.linkedin.com/company/u.s.-tsubaki-inc.,Automation Machinery Manufacturing,Public Company,501-1000,11181,1971,Wheeling,Illinois,United States,https://www.ustsubaki.com
"Dobbs Equipment, LLC",dobbsequipment.com,https://www.linkedin.com/company/dobbs-equipment-llc,Machinery Manufacturing,Privately Held,501-1000,11180,2017,Riverview,Florida,United States,https://dobbsequipment.com
Link-Belt Cranes,linkbelt.com,https://www.linkedin.com/company/linkbeltcranes,Machinery Manufacturing,Privately Held,501-1000,10888,-,Lexington,Kentucky,United States,https://www.linkbelt.com
HEUFT SYSTEMTECHNIK GMBH,heuft.com,https://www.linkedin.com/company/heuft,Industrial Machinery Manufacturing,Privately Held,1001-5000,10840,-,-,-,United Kingdom,https://heuft.com
Ernest Doe & Sons Ltd,ernestdoe.com,https://www.linkedin.com/company/ernest-doe-&-sons-ltd,Machinery Manufacturing,Privately Held,501-1000,10808,1898,Ulting,Maldon Essex,United Kingdom,https://www.ernestdoe.com
Mec Aerial Work Platforms,mecawp.com,https://www.linkedin.com/company/mecawp,Machinery Manufacturing,Privately Held,501-1000,10798,1976,Kerman,California,United States,https://www.mecawp.com
Kaup Gmbh & Co. Kg,kaup.de,https://www.linkedin.com/company/kaup-gmbh-&-co-kg,Machinery Manufacturing,Privately Held,501-1000,10792,1962,Aschaffenburg,-,Germany,https://www.kaup.de
Crane Pumps & Systems,cranepumps.com,https://www.linkedin.com/company/crane-pumps-&-systemss,Machinery Manufacturing,Public Company,501-1000,10732,1946,Piqua,Ohio,United States,https://www.cranepumps.com
Sesotec,sesotec.com,https://www.linkedin.com/company/sesotec-gmbh,Machinery Manufacturing,Public Company,501-1000,10706,1976,Schonberg,Bayern,Germany,https://www.sesotec.com
Herbert Kannegiesser GmbH,kannegiesser.com,https://www.linkedin.com/company/kannegiesser,Machinery Manufacturing,Privately Held,1001-5000,10693,1948,Vlotho,Nw,Germany,https://www.kannegiesser.com
Zeppelin Power Systems GmbH,zeppelin-powersystems.com,https://www.linkedin.com/company/zeppelin-power-systems,Machinery Manufacturing,Public Company,1001-5000,10688,-,Hamburg,Hamburg,Germany,https://www.zeppelin-powersystems.com
Louisiana Cat,louisianacat.com,https://www.linkedin.com/company/louisiana-machinery,Machinery Manufacturing,Privately Held,501-1000,10681,1928,Reserve,Louisiana,United States,https://www.louisianacat.com
OTTO FUCHS KG,otto-fuchs.com,https://www.linkedin.com/company/ottofuchskg,Fabricated Metal Products,Partnership,10001+,10700,1910,Meinerzhagen,Nordrhein-Westfalen,Germany,https://www.otto-fuchs.com
Proleit,proleit.com,https://www.linkedin.com/company/proleit,Automation Machinery Manufacturing,Public Company,501-1000,10612,1986,Herzogenaurach,-,Germany,https://www.proleit.com
Heinrich Georg GmbH,georg.com,https://www.linkedin.com/company/heinrich-georg-gmbh,Industrial Machinery Manufacturing,Privately Held,501-1000,10573,1948,Kreuztal,-,Germany,https://www.georg.com
WALDNER Unternehmensgruppe,waldner.de,https://www.linkedin.com/company/waldner,Industrial Machinery Manufacturing,Public Company,1001-5000,10490,1908,Wangen Im Allgau,Baden-Wurttemberg,Germany,https://www.waldner.de/de/pflichtangaben
Schindler Deutschland,schindler.de,https://www.linkedin.com/company/schindler-de,Industrial Machinery Manufacturing,Public Company,1001-5000,10464,1906,Berlin,-,Germany,https://www.schindler.de
R&E Automated,reautomated.com,https://www.linkedin.com/company/r-e-automated,Automation Machinery Manufacturing,Privately Held,501-1000,10461,1999,Bruce Township,Michigan,United States,https://www.reautomated.com
Plc Programming,plc-courses.com,https://www.linkedin.com/company/plcprogramming,Automation Machinery Manufacturing,Self-Employed,10001+,10460,2017,Munchen,-,Germany,https://www.plc-courses.com
Vulkan Group,vulkan.com,https://www.linkedin.com/company/vulkangroup,Machinery Manufacturing,Privately Held,1001-5000,10428,1889,Herne,Nordrhein-Westfalen,Germany,https://www.vulkan.com
Rheinzink,rheinzink.com,https://www.linkedin.com/company/rheinzink,Fabricated Metal Products,Privately Held,501-1000,10419,1966,Datteln,-,Germany,https://www.rheinzink.com
Lorne Stewart Group,lornestewartgroup.com,https://www.linkedin.com/company/lorne-stewart-plc,Industrial Machinery Manufacturing,Privately Held,501-1000,10404,-,Greenford,-,United Kingdom,https://www.lornestewartgroup.com
BEKO TECHNOLOGIES,beko-technologies.com,https://www.linkedin.com/company/beko-technologies-gmbh,Industrial Machinery Manufacturing,Privately Held,501-1000,10341,1982,Neuss,Nrw,Germany,https://www.beko-technologies.com
Electrocraft,electrocraft.com,https://www.linkedin.com/company/electrocraft,Automation Machinery Manufacturing,Privately Held,501-1000,10321,-,Stratham,New Hampshire,United States,https://www.electrocraft.com
Flow International,flowcorp.com,https://www.linkedin.com/company/flow-international,Machinery Manufacturing,Privately Held,501-1000,10234,1976,Kent,Washington,United States,https://www.flowcorp.com
WesTech Engineering,westechwater.com,https://www.linkedin.com/company/westech-engineering,Industrial Machinery Manufacturing,Privately Held,501-1000,10219,1973,Salt Lake City,Utah,United States,https://www.westechwater.com
Garaventa Lift,garaventalift.com,https://www.linkedin.com/company/garaventa-lift,Industrial Machinery Manufacturing,Privately Held,501-1000,10176,1928,Surrey,British Columbia,Canada,https://www.garaventalift.com
Linde Material Handling Deutschland,linde-mh.de,https://www.linkedin.com/company/linde-material-handling-deutschland,Machinery Manufacturing,Privately Held,10001+,10146,1904,Aschaffenburg,Bayern,Germany,https://www.linde-mh.de
AL-KO Vehicle Technology Group,alko-tech.com,https://www.linkedin.com/company/al-ko-vehicle-technology,Industrial Machinery Manufacturing,Privately Held,1001-5000,10127,1931,Kötz,-,Germany,https://www.alko-tech.com
High Steel Structures LLC,highsteel.com,https://www.linkedin.com/company/high-steel-structures-inc.,Fabricated Metal Products,Privately Held,501-1000,10104,1931,Lancaster,Pennsylvania,United States,https://www.highsteel.com
Hoist Magazine,hoistmagazine.com,https://www.linkedin.com/company/hoist-magazine,Industrial Automation,Public Company,1001-5000,10062,-,London,-,United Kingdom,https://www.hoistmagazine.com
AKG Group,akg-group.com,https://www.linkedin.com/company/akg-thermotechnik-international-gmbh,Machinery Manufacturing,Privately Held,1001-5000,10040,1919,Hofgeismar,-,Germany,https://www.akg-group.com
STULZ USA,stulz-usa.com,https://www.linkedin.com/company/stulz-usa,Industrial Machinery Manufacturing,Privately Held,501-1000,10036,-,Frederick,Maryland,United States,https://www.stulz-usa.com
Invio Automation,invioautomation.com,https://www.linkedin.com/company/invioautomation,Automation Machinery Manufacturing,Privately Held,501-1000,9992,1974,Lansing,Michigan,United States,https://www.invioautomation.com
"Wärtsilä North America, Inc",wartsila.com,https://www.linkedin.com/company/w%c3%a4rtsil%c3%a4-north-america-inc.,Industrial Machinery Manufacturing,Public Company,501-1000,9946,1979,Houston,Texas,United States,https://www.wartsila.com/usa
Handsonmetrology,handsonmetrology.com,https://www.linkedin.com/company/handsonmetrology,Industrial Machinery Manufacturing,Public Company,501-1000,9896,-,Braunschweig,-,Germany,https://handsonmetrology.com
Tyco Integrated Fire & Security Uk & Ireland,tycoifs.co.uk,https://www.linkedin.com/company/tyco-integrated-fire-&-security-uk-&-ireland,Industrial Machinery Manufacturing,Public Company,1001-5000,9876,-,Manchester,-,United Kingdom,https://www.tycoifs.co.uk
Rollon Americas,rollon.com,https://www.linkedin.com/company/rollon-corp,Industrial Machinery Manufacturing,Public Company,501-1000,9869,1975,Norton Shores,Michigan,United States,https://www.rollon.com
ABUS Kransysteme GmbH,abus-kransysteme.de,https://www.linkedin.com/company/abus-kransysteme-gmbh,Industrial Machinery Manufacturing,Public Company,1001-5000,9820,1965,Gummersbach (lantenbach),-,Germany,https://www.abus-kransysteme.de
"Innovative Refrigeration Systems, Inc.",r717.net,https://www.linkedin.com/company/innovative-refrigeration-systems-inc.,Industrial Machinery Manufacturing,Privately Held,501-1000,9773,1993,Lyndhurst,Virginia,United States,https://www.r717.net
Hans Hundegger AG,hundegger.com,https://www.linkedin.com/company/hans-hundegger-ag,Machinery Manufacturing,Public Company,501-1000,9771,1978,Hawangen,-,Germany,https://hundegger.com
Nuaire,nuaire.co.uk,https://www.linkedin.com/company/nuaire-group,Industrial Machinery Manufacturing,Public Company,501-1000,9750,1966,Caerphilly,-,United Kingdom,https://www.nuaire.co.uk
Kelly Tractor Co.,kellytractor.com,https://www.linkedin.com/company/kellytractorco,Machinery Manufacturing,Privately Held,501-1000,9626,1933,Miami,Florida,United States,https://www.kellytractor.com
