name,domain,linkedin_url,industry,type,size,followers,founded_year,hq_city,hq_state,hq_country,website
Siemens,siemens.com,https://www.linkedin.com/company/siemens,Automation Machinery Manufacturing,Public Company,10001+,9196923,,Munich,,Germany,https://www.siemens.com
Ge,ge.com,https://www.linkedin.com/company/ge,Industrial Machinery Manufacturing,Public Company,10001+,5189121,,Boston,Massachusetts,United States,https://www.ge.com
Honeywell Technologies,honeywell.com,https://www.linkedin.com/company/honeywell,Automation Machinery Manufacturing,Public Company,10001+,3763665,,Charlotte,North Carolina,United States,https://www.honeywell.com
3M,3m.com,https://www.linkedin.com/company/3m,Industrial Machinery Manufacturing,Public Company,10001+,2443782,1902,St Paul,Minnesota,United States,https://www.3m.com/careers
Caterpillar Inc.,caterpillar.com,https://www.linkedin.com/company/caterpillar-inc,Machinery Manufacturing,Public Company,10001+,2342585,1925,Irving,Texas,United States,https://www.caterpillar.com
John Deere,deere.com,https://www.linkedin.com/company/john-deere,Machinery Manufacturing,Public Company,10001+,1895567,1837,Moline,Illinois,United States,https://www.deere.com/aboutus
Emerson,emerson.com,https://www.linkedin.com/company/emerson,Automation Machinery Manufacturing,Public Company,10001+,1675743,,St Louis,Missouri,United States,https://www.emerson.com
Rockwell Automation,rockwellautomation.com,https://www.linkedin.com/company/rockwell-automation,Automation Machinery Manufacturing,Public Company,10001+,1262378,,Milwaukee,Wisconsin,United States,https://www.rockwellautomation.com
Boston Dynamics,bostondynamics.com,https://www.linkedin.com/company/boston-dynamics,Automation Machinery Manufacturing,Privately Held,501-1000,665747,,Waltham,Massachusetts,United States,https://www.bostondynamics.com
Festo,festo.com,https://www.linkedin.com/company/festo,Automation Machinery Manufacturing,Privately Held,10001+,520562,1925,Esslingen,,Germany,https://www.festo.com
AGCO Corporation,agcocorp.com,https://www.linkedin.com/company/agco-corporation,Machinery Manufacturing,Public Company,10001+,478711,,Duluth,Georgia,United States,https://www.agcocorp.com
Parker Hannifin,parker.com,https://www.linkedin.com/company/parker-hannifin,Industrial Machinery Manufacturing,Public Company,10001+,467529,,Cleveland,Ohio,United States,https://www.parker.com/us/en/about-parker.html
Man Energy Solutions,man-es.com,https://www.linkedin.com/company/manenergysolutions,Industrial Machinery Manufacturing,Privately Held,10001+,455587,,Augsburg,,Germany,https://www.man-es.com
GEA Group,gea.com,https://www.linkedin.com/company/geagroup,Industrial Machinery Manufacturing,Public Company,10001+,439577,,Dusseldorf,North Rhine-Westphalia,Germany,https://www.gea.com
Flowserve Corporation,flowserve.com,https://www.linkedin.com/company/flowserve,Industrial Machinery Manufacturing,Public Company,10001+,437574,1997,Irving,Texas,United States,https://www.flowserve.com
Ingersoll Rand,irco.com,https://www.linkedin.com/company/ingersoll-rand,Industrial Machinery Manufacturing,Public Company,10001+,404276,,Davidson,North Carolina,United States,https://www.irco.com
Omron Automation,omron.com,https://www.linkedin.com/company/omron-automation-americas,Automation Machinery Manufacturing,Public Company,1001-5000,375576,,Hoffman Estates,Illinois,United States,https://automation.omron.com
Trane,trane.com,https://www.linkedin.com/company/trane,Industrial Machinery Manufacturing,Public Company,10001+,365421,1913,Davidson,North Carolina,United States,https://www.trane.com/commercial
Komatsu North America,komatsu.com,https://www.linkedin.com/company/komatsunorthamerica,Machinery Manufacturing,Public Company,10001+,357170,,Chicago,Illinois,United States,https://www.komatsu.com
Pentair,pentair.com,https://www.linkedin.com/company/pentair,Industrial Machinery Manufacturing,Public Company,5001-10000,326231,1966,London,,United Kingdom,https://www.pentair.com
FANUC America Corporation,fanucamerica.com,https://www.linkedin.com/company/fanuc-america-corporation,Automation Machinery Manufacturing,Privately Held,501-1000,296068,1982,Rochester Hills,Michigan,United States,https://www.fanucamerica.com
Trane Technologies,tranetechnologies.com,https://www.linkedin.com/company/tranetechnologies,Industrial Machinery Manufacturing,Public Company,10001+,289583,,Davidson,North Carolina,United States,https://www.tranetechnologies.com/en/index.html
Donaldson,donaldson.com,https://www.linkedin.com/company/donaldson,Industrial Machinery Manufacturing,Public Company,10001+,288789,1915,Bloomington,Minnesota,United States,https://www.donaldson.com
ITW,itw.com,https://www.linkedin.com/company/illinoistoolworks,Machinery Manufacturing,Public Company,10001+,248833,,Glenview,Illinois,United States,https://www.itw.com/careers/working-at-itw
TRUMPF,trumpf.com,https://www.linkedin.com/company/trumpf-se-co-kg,Machinery Manufacturing,Privately Held,10001+,246333,,Ditzingen,Baden-Wurttemberg,Germany,https://www.trumpf.com/s/impressum
DMG MORI,dmgmori.com,https://www.linkedin.com/company/dmgmori,Machinery Manufacturing,Public Company,10001+,243127,1870,Munich,Bavaria,Germany,https://www.dmgmori.com
KSB Company,ksb.com,https://www.linkedin.com/company/ksb,Industrial Machinery Manufacturing,Public Company,10001+,230353,,Frankenthal,Rheinland-Pfalz,Germany,https://www.ksb.com
Cognex Corporation,cognex.com,https://www.linkedin.com/company/cognex-corporation,Automation Machinery Manufacturing,Public Company,1001-5000,209996,1981,Natick,Massachusetts,United States,https://www.cognex.com
Kennametal,kennametal.com,https://www.linkedin.com/company/kennametal,Machinery Manufacturing,Public Company,10001+,208641,,Pittsburgh,Pennsylvania,United States,https://www.kennametal.com
Gates Corporation,gates.com,https://www.linkedin.com/company/gates-corporation,Automation Machinery Manufacturing,Public Company,10001+,206511,1911,Denver,Colorado,United States,https://www.gates.com/us/en.html
ESAB,esab.com,https://www.linkedin.com/company/esab,Machinery Manufacturing,Public Company,5001-10000,191040,,North Bethesda,Maryland,United States,https://www.esab.com
Terex Corporation,terex.com,https://www.linkedin.com/company/terex,Machinery Manufacturing,Public Company,5001-10000,188092,1933,Norwalk,Connecticut,United States,https://www.terex.com/en/careers
"SPX FLOW, now ITT Flow Technologies",spxflow.com,https://www.linkedin.com/company/spx-flow,Industrial Machinery Manufacturing,Privately Held,1001-5000,186976,,Charlotte,North Carolina,United States,https://www.spxflow.com
Beckhoff Automation,beckhoff.com,https://www.linkedin.com/company/beckhoff-automation,Automation Machinery Manufacturing,Public Company,5001-10000,185549,1980,Verl,,Germany,https://www.beckhoff.com
Lincoln Electric,lincolnelectric.com,https://www.linkedin.com/company/lincoln-electric,Machinery Manufacturing,Public Company,10001+,183529,,Cleveland,Ohio,United States,https://www.lincolnelectric.com
SMC,smcusa.com,https://www.linkedin.com/company/smc,Automation Machinery Manufacturing,Public Company,10001+,181374,1959,Noblesville,Indiana,United States,https://www.smcusa.com
Daikin Applied Americas,daikinapplied.com,https://www.linkedin.com/company/daikin-applied,Industrial Machinery Manufacturing,Public Company,10001+,179377,1924,Minneapolis,Minnesota,United States,https://www.daikinapplied.com
"Haas Automation, Inc.",haascnc.com,https://www.linkedin.com/company/haas-automation,Machinery Manufacturing,Privately Held,1001-5000,171338,1983,Oxnard,California,United States,https://www.haascnc.com
Daikin Comfort,bit.ly,https://www.linkedin.com/company/daikin-comfort-technologies,Industrial Machinery Manufacturing,Public Company,10001+,171358,,Waller,Texas,United States,https://bit.ly/4mpvp7m
Dover Corporation,dovercorporation.com,https://www.linkedin.com/company/dovercorp,Machinery Manufacturing,Public Company,10001+,169906,,Downers Grove,Illinois,United States,https://www.dovercorporation.com
Husky Technologies,husky.co,https://www.linkedin.com/company/husky-technologies,Machinery Manufacturing,Privately Held,1001-5000,166419,,Bolton,Ontario,Canada,https://www.husky.co/en
Ritchie Bros.,rbauction.com,https://www.linkedin.com/company/ritchie-bros,Machinery Manufacturing,Public Company,1001-5000,166585,1958,Westchester,Illinois,United States,https://www.rbauction.com
John Crane,johncrane.com,https://www.linkedin.com/company/john-crane,Industrial Machinery Manufacturing,Public Company,5001-10000,162138,,Slough,,United Kingdom,https://www.johncrane.com
Armstrong Fluid Technology,armstrongfluidtechnology.com,https://www.linkedin.com/company/armstrong-fluid-technology,Industrial Machinery Manufacturing,Privately Held,1001-5000,156269,1934,Toronto,Ontario,Canada,https://www.armstrongfluidtechnology.com
Bobcat Company,bobcat.com,https://www.linkedin.com/company/bobcat-company,Machinery Manufacturing,Public Company,1001-5000,155395,,West Fargo,North Dakota,United States,https://www.bobcat.com
KION Group,kiongroup.com,https://www.linkedin.com/company/kiongroup,Machinery Manufacturing,Public Company,10001+,154158,2006,,,Germany,https://www.kiongroup.com
The Timken Company,timken.com,https://www.linkedin.com/company/the-timken-company,Industrial Machinery Manufacturing,Public Company,10001+,150533,,North Canton,Ohio,United States,https://www.timken.com
Voith Paper,voith.com,https://www.linkedin.com/company/voith-paper,Machinery Manufacturing,Privately Held,5001-10000,144076,1867,Heidenheim An Der Brenz,Baden-Wurttemberg,Germany,https://www.voith.com/paper
Kubota Tractor Corporation,linktr.ee,https://www.linkedin.com/company/kubota-tractor-corporation,Machinery Manufacturing,Privately Held,1001-5000,140518,1972,Grapevine,Texas,United States,https://linktr.ee/kubotausa
"CIRCOR International, Inc.",circor.com,https://www.linkedin.com/company/circor-international-inc-,Industrial Machinery Manufacturing,Public Company,1001-5000,136330,,Burlington,Massachusetts,United States,https://www.circor.com
Yaskawa Motoman,motoman.com,https://www.linkedin.com/company/motoman,Industrial Automation,Public Company,501-1000,127230,1989,Miamisburg,Ohio,United States,https://www.motoman.com
AGI - Ag Growth International,aggrowth.com,https://www.linkedin.com/company/aggrowthinternational,Industrial Machinery Manufacturing,Public Company,1001-5000,126798,,Winnipeg,Manitoba,Canada,https://www.aggrowth.com
JLG Industries,jlg.com,https://www.linkedin.com/company/jlg-industries,Machinery Manufacturing,Public Company,5001-10000,126319,1969,Mcconnellsburg,Pennsylvania,United States,https://www.jlg.com
3D Systems Corporation,3dsystems.com,https://www.linkedin.com/company/3d-systems,Industrial Machinery Manufacturing,Public Company,1001-5000,124658,1986,Rock Hill,South Carolina,United States,https://www.3dsystems.com
Kawasaki Robotics,kawasakirobotics.com,https://www.linkedin.com/company/kawasaki-robotics,Automation Machinery Manufacturing,Public Company,10001+,122671,,Wixom,Michigan,United States,https://www.kawasakirobotics.com
Miller Electric Mfg. LLC,millerwelds.com,https://www.linkedin.com/company/millerwelders,Machinery Manufacturing,Public Company,1001-5000,119898,,Appleton,Wisconsin,United States,https://www.millerwelds.com
Plug Power,plugpower.com,https://www.linkedin.com/company/plug-power,Industrial Machinery Manufacturing,Public Company,1001-5000,117244,1997,Latham,New York,United States,https://www.plugpower.com
Körber,koerber.com,https://www.linkedin.com/company/k%c3%b6rber,Machinery Manufacturing,Privately Held,10001+,116450,1946,Hamburg,,Germany,https://www.koerber.com
ITT Inc.,itt.com,https://www.linkedin.com/company/itt,Industrial Machinery Manufacturing,Public Company,10001+,113788,,Stamford,Connecticut,United States,https://www.itt.com
INTECH Automation & Intelligence,intechww.com,https://www.linkedin.com/company/intech-automation-and-intelligence,Automation Machinery Manufacturing,Privately Held,501-1000,113661,1992,Houston,Texas,United States,https://www.intechww.com
Mtu Solutions,mtu-solutions.com,https://www.linkedin.com/company/mtusolutions,Machinery Manufacturing,Privately Held,10001+,112966,1909,Friedrichshafen,,Germany,https://www.mtu-solutions.com
Jungheinrich AG,jungheinrich.com,https://www.linkedin.com/company/jungheinrich-ag,Industrial Machinery Manufacturing,Public Company,10001+,112865,1953,Hamburg,Hamburg,Germany,https://www.jungheinrich.com/careers
Kärcher,kaercher.com,https://www.linkedin.com/company/alfred-kaercher-se-&-co-kg,Industrial Machinery Manufacturing,Privately Held,10001+,112526,,Winnenden,Bw,Germany,https://www.kaercher.com
KROHNE,krohne.com,https://www.linkedin.com/company/krohnegroup,Automation Machinery Manufacturing,Privately Held,1001-5000,110035,1921,Duisburg,North Rhine-Westphalia,Germany,https://krohne.com/en
Renishaw,renishaw.com,https://www.linkedin.com/company/renishaw,Automation Machinery Manufacturing,Public Company,5001-10000,109840,,Wotton-Under-Edge,Gloucestershire,United Kingdom,https://www.renishaw.com
Vdma,vdma.eu,https://www.linkedin.com/company/vdma,Machinery Manufacturing,Nonprofit,501-1000,107998,1892,Frankfurt,,Germany,https://www.vdma.eu/privacy
Graco,graco.com,https://www.linkedin.com/company/gracoinc,Machinery Manufacturing,Public Company,1001-5000,107413,1926,Minneapolis,Minnesota,United States,https://www.graco.com
Primetals Technologies,primetals.com,https://www.linkedin.com/company/primetals,Industrial Machinery Manufacturing,Privately Held,5001-10000,105139,2015,,,United Kingdom,https://www.primetals.com
Fox Factory,ridefox.com,https://www.linkedin.com/company/foxfactory,Industrial Machinery Manufacturing,Public Company,1001-5000,104279,,Duluth,Georgia,United States,https://ridefox.com
Schindler Elevator Corporation (U.S.),schindler.com,https://www.linkedin.com/company/schindler-elevator-corporation,Industrial Machinery Manufacturing,Public Company,10001+,103823,1874,Morristown,New Jersey,United States,https://www.schindler.com
Victaulic,victaulic.com,https://www.linkedin.com/company/victaulic,Industrial Machinery Manufacturing,Privately Held,5001-10000,103562,1919,Easton,Pennsylvania,United States,https://www.victaulic.com
Innomotics,innomotics.com,https://www.linkedin.com/company/innomotics,Machinery Manufacturing,Public Company,10001+,100016,,Nuremberg,,Germany,https://www.innomotics.com
Geek+,geekplus.com,https://www.linkedin.com/company/geekplusrobotics,Automation Machinery Manufacturing,Public Company,1001-5000,98747,2015,Suwanee,Georgia,United States,https://www.geekplus.com
Linde Material Handling,linde-mh.com,https://www.linkedin.com/company/linde-material-handling,Machinery Manufacturing,Privately Held,10001+,97499,,Aschaffenburg,Bayern,Germany,https://www.linde-mh.com
Hai Robotics,hairobotics.com,https://www.linkedin.com/company/hai-robotics,Automation Machinery Manufacturing,Privately Held,1001-5000,97323,2016,Norcross,Georgia,United States,https://www.hairobotics.com
ATS Corporation,atsautomation.com,https://www.linkedin.com/company/atscorporation,Automation Machinery Manufacturing,Public Company,5001-10000,95934,1978,Cambridge,Ontario,Canada,https://www.atsautomation.com
The Toro Company,thetorocompany.com,https://www.linkedin.com/company/the-toro-company,Machinery Manufacturing,Public Company,10001+,92177,,Minneapolis,Minnesota,United States,https://www.thetorocompany.com
Makino,makino.com,https://www.linkedin.com/company/makino,Machinery Manufacturing,Privately Held,501-1000,91206,,Mason,Ohio,United States,https://www.makino.com
Toyota Material Handling,toyotaforklift.com,https://www.linkedin.com/company/toyota-material-handling,Machinery Manufacturing,Public Company,1001-5000,91006,,Columbus,Indiana,United States,https://www.toyotaforklift.com
Swagelok,swagelok.com,https://www.linkedin.com/company/swagelok,Industrial Machinery Manufacturing,Privately Held,5001-10000,90558,1947,Solon,Ohio,United States,https://www.swagelok.com
Hyster-Yale Materials Handling,hyster-yale.com,https://www.linkedin.com/company/hyster-yale-group,Machinery Manufacturing,Public Company,5001-10000,90031,,Cleveland,Ohio,United States,https://hymh.hyster-yale.com
Viessmann Climate Solutions,viessmann-climatesolutions.com,https://www.linkedin.com/company/viessmannclimatesolutions,Industrial Machinery Manufacturing,Public Company,10001+,89811,,Allendorf,Hesse,Germany,https://www.viessmann-climatesolutions.com
RATIONAL AG,rat.ag,https://www.linkedin.com/company/rational-ag,Machinery Manufacturing,Public Company,1001-5000,89442,1973,Landsberg Am Lech,Bavaria,Germany,https://rat.ag/events
Snap-on,snapon.com,https://www.linkedin.com/company/snap-on,Machinery Manufacturing,Public Company,10001+,89356,1920,Kenosha,Wisconsin,United States,https://www.snapon.com
IMI,imiplc.com,https://www.linkedin.com/company/imi,Industrial Machinery Manufacturing,Public Company,10001+,88898,,Birmingham,England,United Kingdom,https://www.imiplc.com
Tennant Company,tennantco.com,https://www.linkedin.com/company/tennant-company,Machinery Manufacturing,Public Company,1001-5000,87136,,Eden Prairie,Minnesota,United States,https://www.tennantco.com
Symbotic,symbotic.com,https://www.linkedin.com/company/symbotic,Automation Machinery Manufacturing,Public Company,1001-5000,86702,2007,Wilmington,Massachusetts,United States,https://www.symbotic.com
Allison Off-Highway Drive & Motion Systems,allisonoffhighway.com,https://www.linkedin.com/company/allisonoff-highway,Industrial Machinery Manufacturing,Privately Held,10001+,84617,,Indianapolis,Indiana,United States,https://allisonoffhighway.com
Motion,motion.com,https://www.linkedin.com/company/motionindustries,Automation Machinery Manufacturing,Public Company,5001-10000,83373,,Birmingham,Alabama,United States,https://www.motion.com
Leuze,leuze.com,https://www.linkedin.com/company/leuze,Automation Machinery Manufacturing,Public Company,1001-5000,83127,,Leuze Electronic Gmbh + Co. Kg (hq),,Germany,https://www.leuze.com
Nordson Corporation,nordson.com,https://www.linkedin.com/company/nordson-corporation,Machinery Manufacturing,Public Company,5001-10000,81113,,Westlake,Ohio,United States,https://www.nordson.com
Kelvion,kelvion.com,https://www.linkedin.com/company/kelvionhx,Machinery Manufacturing,Self-Owned,5001-10000,81184,1920,Herne,Nordrhein-Westfalen,Germany,https://www.kelvion.com
Milacron,milacron.com,https://www.linkedin.com/company/milacron,Machinery Manufacturing,Privately Held,1001-5000,80092,,Cincinnati,Ohio,United States,https://www.milacron.com
JCB North America,jcb.com,https://www.linkedin.com/company/jcb-north-america,Machinery Manufacturing,Privately Held,501-1000,79236,1945,Pooler,Georgia,United States,https://www.jcb.com/en-us
Gardner Denver,gardnerdenver.com,https://www.linkedin.com/company/gardner-denver,Machinery Manufacturing,Public Company,5001-10000,79117,,Quincy,Illinois,United States,https://www.gardnerdenver.com/en
"Bray International, Inc.",bray.com,https://www.linkedin.com/company/bray-controls,Industrial Machinery Manufacturing,Privately Held,1001-5000,78260,,Houston,Texas,United States,https://www.bray.com
The Manitowoc Company,manitowoc.com,https://www.linkedin.com/company/the-manitowoc-company,Machinery Manufacturing,Public Company,1001-5000,77650,,Milwaukee,Wisconsin,United States,https://www.manitowoc.com
Banner Engineering,bannerengineering.com,https://www.linkedin.com/company/banner-engineering,Automation Machinery Manufacturing,Privately Held,1001-5000,76162,1966,Plymouth,Minnesota,United States,https://www.bannerengineering.com
"Chart Industries, Inc.",chartindustries.com,https://www.linkedin.com/company/chart-industries,Industrial Machinery Manufacturing,Public Company,10001+,75760,,Ball Ground,Georgia,United States,https://www.chartindustries.com
HORSCH,horsch.com,https://www.linkedin.com/company/horsch,Machinery Manufacturing,Privately Held,1001-5000,75338,1984,Schwandorf,,Germany,https://www.horsch.com/social-media-impressum/datenschutz
Invensys - Acquired By Schneider Electric,schneider-electric.com,https://www.linkedin.com/company/invensys,Industrial Automation,Public Company,10001+,75135,,London,,United Kingdom,https://www2.schneider-electric.com/sites/corporate/en/products-services/former-brands/invensys/invensys.page
KraussMaffei,kraussmaffei.com,https://www.linkedin.com/company/krauss-maffei,Machinery Manufacturing,Public Company,1001-5000,73912,,Parsdorf,Bavaria,Germany,https://www.kraussmaffei.com
Trillium Flow Technologies,trilliumflow.com,https://www.linkedin.com/company/trilliumflow,Industrial Machinery Manufacturing,Privately Held,1001-5000,72873,2019,Glasgow,Scotland,United Kingdom,https://www.trilliumflow.com
Genie,genielift.com,https://www.linkedin.com/company/genielift,Machinery Manufacturing,Public Company,1001-5000,72259,,Bothell,Washington,United States,https://www.genielift.com
Barry-Wehmiller,barrywehmiller.com,https://www.linkedin.com/company/barry-wehmiller,Machinery Manufacturing,Privately Held,10001+,71945,,Saint Louis,Missouri,United States,https://www.barrywehmiller.com
SEW-EURODRIVE India Private Limited,seweurodriveindia.com,https://www.linkedin.com/company/sew-eurodrive-india-private-limited,Automation Machinery Manufacturing,Privately Held,10001+,70464,1931,Bruchsal,,Germany,https://www.seweurodriveindia.com
Lenze,lenze.de,https://www.linkedin.com/company/lenzegroup,Machinery Manufacturing,Public Company,1001-5000,70442,1947,Gross Berkel,Niedersachsen,Germany,https://www.lenze.de
Vermeer Corporation,vermeer.com,https://www.linkedin.com/company/vermeer-corporation,Machinery Manufacturing,Privately Held,1001-5000,69338,1948,Pella,Iowa,United States,https://www.vermeer.com
Protolabs,protolabs.com,https://www.linkedin.com/company/proto-labs,Industrial Machinery Manufacturing,Public Company,1001-5000,68103,,Maple Plain,Minnesota,United States,https://www.protolabs.com
Ge Additive,colibriumadditive.com,https://www.linkedin.com/company/geadditive,Machinery Manufacturing,Public Company,10001+,68099,,West Chester,,United States,https://www.colibriumadditive.com
Jbt Corporation,jbtmarel.com,https://www.linkedin.com/company/jbt-corporation,Machinery Manufacturing,Public Company,5001-10000,67970,1884,Chicago,Illinois,United States,https://jbtmarel.com
"TEAM, Inc.",teaminc.com,https://www.linkedin.com/company/team-inc1,Industrial Machinery Manufacturing,Public Company,5001-10000,67562,1973,Sugar Land,Texas,United States,https://www.teaminc.com
Thorlabs,thorlabs.com,https://www.linkedin.com/company/thorlabs,Industrial Machinery Manufacturing,Privately Held,1001-5000,66949,1989,Newton,New Jersey,United States,https://www.thorlabs.com
Nikon SLM Solutions,nikon-slm-solutions.com,https://www.linkedin.com/company/nikonslmsolutions,Industrial Machinery Manufacturing,Public Company,501-1000,66374,,Lubeck,Schleswig-Holstein,Germany,https://nikon-slm-solutions.com
ABB Motors and Drives North America,abb.com,https://www.linkedin.com/company/abb-motors-and-drives-noam,Industrial Automation,Public Company,10001+,66187,,Fort Smith,Arkansas,United States,https://new.abb.com/us/us-motion-business-area
Hastings Deering,hastingsdeering.com.au,https://www.linkedin.com/company/hastings-deering,Machinery Manufacturing,Privately Held,1001-5000,66062,1932,Brisbane,,Australia,https://www.hastingsdeering.com.au
JR Automation,jrautomation.com,https://www.linkedin.com/company/jr-automation,Automation Machinery Manufacturing,Privately Held,1001-5000,65999,1980,Holland,Michigan,United States,https://www.jrautomation.com
Moxa,moxa.com,https://www.linkedin.com/company/moxa,Automation Machinery Manufacturing,Privately Held,1001-5000,65490,1987,Brea,California,United States,https://www.moxa.com
Hillenbrand,hillenbrand.com,https://www.linkedin.com/company/hillenbrand-inc,Automation Machinery Manufacturing,Privately Held,5001-10000,64688,,Batesville,Indiana,United States,https://www.hillenbrand.com
Yaskawa Europe,yaskawa.eu.com,https://www.linkedin.com/company/yaskawa,Automation Machinery Manufacturing,Public Company,1001-5000,62670,1915,Hattersheim,,Germany,https://www.yaskawa.eu.com
Bosch Australia & New Zealand,bosch.com.au,https://www.linkedin.com/company/bosch-australia-newzealand,Industrial Machinery Manufacturing,Privately Held,1001-5000,62412,1907,Clayton,,Australia,https://www.bosch.com.au
Flender,flender.com,https://www.linkedin.com/company/flenderdrives,Industrial Machinery Manufacturing,Privately Held,5001-10000,62047,1899,Bocholt,North Rhine-Westphalia,Germany,https://www.flender.com
Rittal GmbH & Co. KG,rittal.com,https://www.linkedin.com/company/rittal,Industrial Machinery Manufacturing,Public Company,10001+,61775,,Herborn,Hessen,Germany,https://www.rittal.com
CONVERGIX Automation Solutions,convergixautomation.com,https://www.linkedin.com/company/convergix-automation-solutions,Automation Machinery Manufacturing,Privately Held,501-1000,61553,,Auburn Hills,Michigan,United States,https://convergixautomation.com
Mazak North America,mazakusa.com,https://www.linkedin.com/company/mazak-corporation,Machinery Manufacturing,Privately Held,501-1000,61470,1968,Florence,Kentucky,United States,https://www.mazakusa.com
Perkins Engines Company Limited,perkins.com,https://www.linkedin.com/company/perkins-engines-company-limited,Industrial Machinery Manufacturing,Public Company,1001-5000,60704,1932,Peterborough,,United Kingdom,https://www.perkins.com
Toromont Cat,toromontcat.com,https://www.linkedin.com/company/toromont-cat,Machinery Manufacturing,Public Company,1001-5000,60536,1993,Concord,Ontario,Canada,https://www.toromontcat.com/fr/accueil
STILL,still.de,https://www.linkedin.com/company/stillintralogistics,Industrial Machinery Manufacturing,Public Company,5001-10000,60344,,Hamburg,Hamburg,Germany,https://www.still.de
Balluff Americas,balluff.us,https://www.linkedin.com/company/balluff-americas,Automation Machinery Manufacturing,Privately Held,1001-5000,59979,1921,Florence,Kentucky,United States,https://www.balluff.us
Intralox,intralox.com,https://www.linkedin.com/company/intralox,Automation Machinery Manufacturing,Privately Held,1001-5000,59763,1971,Harahan,Louisiana,United States,https://www.intralox.com
MULTIVAC Gruppe,multivac.com,https://www.linkedin.com/company/multivac,Machinery Manufacturing,Privately Held,5001-10000,59287,1961,Wolfertschwenden,Bayern,Germany,https://www.multivac.com
RoviSys,rovisys.com,https://www.linkedin.com/company/rovisys,Automation Machinery Manufacturing,Privately Held,1001-5000,59126,1989,Aurora,Ohio,United States,https://www.rovisys.com
Brandt Group of Companies,brandt.ca,https://www.linkedin.com/company/brandt-group-of-companies,Machinery Manufacturing,Privately Held,5001-10000,58588,1932,Regina,Saskatchewan,Canada,https://www.brandt.ca
"Marmon Holdings, Inc.",marmon.com,https://www.linkedin.com/company/the-marmon-group,Industrial Machinery Manufacturing,Privately Held,10001+,58031,,Chicago,Illinois,United States,https://www.marmon.com
Kaiser Aluminum,kaiseraluminum.com,https://www.linkedin.com/company/kaiser-aluminum,Fabricated Metal Products,Public Company,1001-5000,57523,1946,Franklin,Tennessee,United States,https://www.kaiseraluminum.com
Altec,altec.com,https://www.linkedin.com/company/altec,Machinery Manufacturing,Privately Held,1001-5000,57447,1929,Birmingham,Alabama,United States,https://www.altec.com
Windmöller & Hölscher Gruppe,wuh-group.com,https://www.linkedin.com/company/windmoeller-&-hoelscher-group,Machinery Manufacturing,Privately Held,1001-5000,56794,1869,Westfalia,,Germany,https://www.wuh-group.com/en
Dover Fueling Solutions,doverfuelingsolutions.com,https://www.linkedin.com/company/dover-fueling-solutions,Automation Machinery Manufacturing,Public Company,1001-5000,56329,,Austin,Texas,United States,https://www.doverfuelingsolutions.com
"BAC (Baltimore Aircoil Company, Inc.)",baltimoreaircoil.com,https://www.linkedin.com/company/baltimore-aircoil-company,Industrial Machinery Manufacturing,Privately Held,1001-5000,56183,1938,Jessup,Maryland,United States,https://www.baltimoreaircoil.com
Watlow,watlow.com,https://www.linkedin.com/company/watlow,Industrial Machinery Manufacturing,Privately Held,1001-5000,55627,,St. Louis,Missouri,United States,https://www.watlow.com
"Southco, Inc.",southco.com,https://www.linkedin.com/company/southco-inc-,Industrial Machinery Manufacturing,Privately Held,1001-5000,55184,1899,Concordville,Pennsylvania,United States,https://southco.com
Saint-Gobain Abrasives,saint-gobain-surfacesolutions.com,https://www.linkedin.com/company/saint-gobain-abrasives,Industrial Machinery Manufacturing,Public Company,10001+,54691,,Worcester,Massachusetts,United States,https://www.saint-gobain-surfacesolutions.com
Columbus McKinnon,columbusmckinnon.com,https://www.linkedin.com/company/columbus-mckinnon,Machinery Manufacturing,Public Company,5001-10000,53790,,Charlotte,North Carolina,United States,https://motion.columbusmckinnon.com/l/963023/2022-07-22/2tz6y
Daikin Applied Latin America,daikinlatam.com,https://www.linkedin.com/company/daikindala,Industrial Machinery Manufacturing,Public Company,10001+,53196,1924,Miami,Florida,United States,https://www.daikinlatam.com
"EVAPCO, Inc.",evapco.com,https://www.linkedin.com/company/evapco,Industrial Machinery Manufacturing,Privately Held,1001-5000,53085,1976,Taneytown,Maryland,United States,https://www.evapco.com
ALKEGEN,alkegen.com,https://www.linkedin.com/company/alkegen,Industrial Machinery Manufacturing,Privately Held,5001-10000,53088,,Irving,Texas,United States,https://www.alkegen.com
Celeros Flow Technology,celerosft.com,https://www.linkedin.com/company/celeros-flow-technology,Industrial Machinery Manufacturing,Privately Held,1001-5000,52972,,Charlotte,North Carolina,United States,https://www.celerosft.com
Grob-Werke Gmbh & Co. Kg,grobgroup.com,https://www.linkedin.com/company/grob-werke-gmbh-&-co-kg,Machinery Manufacturing,Partnership,5001-10000,52709,1926,Mindelheim,Bayern,Germany,https://www.grobgroup.com/impressum
ITT Goulds Pumps,gouldspumps.com,https://www.linkedin.com/company/goulds-pumps,Industrial Machinery Manufacturing,Public Company,1001-5000,52105,1848,Seneca Falls,New York,United States,https://www.gouldspumps.com
NSK,nsk.com,https://www.linkedin.com/company/nskamericas,Machinery Manufacturing,Public Company,10001+,51308,1916,Ann Arbor,Michigan,United States,https://www.nsk.com/am-en
Diehl Group,diehl.com,https://www.linkedin.com/company/diehl-group,Industrial Machinery Manufacturing,Privately Held,10001+,51007,1902,Nurnberg,Bayern,Germany,https://www.diehl.com
