domain,company_name,company_linkedin,website,employees,employee_range,year_founded,company_type,industry,hq_city,hq_region,hq_country,description,campaign,config_slug,sourcing_reasoning
arboretumvc.com,Arboretum Ventures,https://www.linkedin.com/company/arboretum-ventures,https://www.arboretumvc.com,26,11-50,2002,Privately Held,Venture Capital and Private Equity Principals,Ann Arbor,Michigan,United States,"Arboretum Ventures is a venture capital firm specializing in the healthcare sector. Headquartered in Ann Arbor, Arboretum invests throughout the United States, but with a preference for Midwest opportunities. Our team targets capital efficient companies that can meaningfully reduce healthcare costs in our areas of expertise: devices, diagnostics, services, and IT.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
digitalisventures.com,Digitalis Ventures,https://www.linkedin.com/company/digitalis-ventures,https://www.digitalisventures.com,17,11-50,2016,Privately Held,Venture Capital and Private Equity Principals,New York,New York,United States,"Digitalis Ventures is a venture capital firm that invests in solutions to complex problems in human and animal health. Digitalis partners with entrepreneurs, scientists, and inventors across all stages of venture investing. The firm comprises technical professionals with deep industry experience and networks in diverse areas related to human and animal health. Through domain expertise and a dedication to the entrepreneurial process, Digitalis is deeply committed to helping their portfolio compan",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: biology as engineering, consumerization of healthcare, data architecture, measurement of living systems, one health, precision health), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
transformcap.com,Transformation Capital,https://www.linkedin.com/company/transformationcapital,https://www.transformcap.com,28,11-50,2019,Privately Held,Venture Capital and Private Equity Principals,Boston,Massachusetts,United States,"Never in history has there been a better time to change and improve the $3 trillion healthcare system and lead the charge in its disruption. Seismic market drivers are shifting the industry to be completely digitized while we shift to new models of care.  Work with us and you’ll have partners who will help you navigate the never-ending complexities companies face while growing in the healthcare arena. We’ve been there and done it ourselves. We’ve gotten down in the trenches, raised financing, ru",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: healthcare information technology and services, growth equity investment), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
pruvencap.com,Pruven Capital,https://www.linkedin.com/company/pruvencapital,https://www.pruvencap.com,11,11-50,2020,Partnership,Venture Capital and Private Equity Principals,Palo Alto,California,United States,"Pruven Capital is an independent venture and growth investing firm set up in partnership with 10 of the leading incumbents in the Insurance and Asset Management spaces, including Prudential Financial (our anchor), TIAA, Lincoln Financial, Willis Towers Watson, Mutual of Omaha, Nippon Life, Generali, Nuveen, and PGIM.  We are a multi-stage investment vehicle, investing from seed through growth with check sizes ranging from $5M - $30M. Our $300M Fund I closed in August 2020 and our $378M Fund II c",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
qimingvcusa.com,Qiming Venture Partners USA,https://www.linkedin.com/company/qiming-venture-partners-usa,https://www.qimingvcusa.com,12,11-50,2017,Privately Held,Venture Capital and Private Equity Principals,Seattle,Washington,United States,"We know how companies can and should be built.  Founded in 2017, Qiming Venture Partners USA is a healthcare venture capital firm and healthcare investor with a combination of deep technical expertise that allows us to identify tomorrow’s innovations early and strong operational experience with a hands-on approach that makes us the investor of choice for early-stage biotech companies.  Our partners often are sought-after to be on company boards because of their proven, hands-on approach to suppo",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
broadviewventures.org,Broadview Ventures Inc,https://www.linkedin.com/company/broadview-ventures-inc,https://broadviewventures.org,14,11-50,2009,Privately Held,Venture Capital and Private Equity Principals,Boston,Massachusetts,United States,Broadview Ventures is a mission-driven investment organization. Its primary investment goal is to improve human health in the areas of cardiovascular disease and stroke. We define success as improving human health by bringing innovative technologies to patients.,NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
dfwcapital.com,DFW Capital Partners,https://www.linkedin.com/company/dfw-capital-partners,https://www.dfwcapital.com,35,11-50,-,Partnership,Venture Capital and Private Equity Principals,NYC,New York,United States,"DFW Capital Partners is an established private equity investment firm, focused exclusively on the lower middle-market.    Since 1983, DFW has been investing in and acquiring high growth businesses in the Healthcare, Business  Services, and Industrial Services industries.   DFW partners with talented entrepreneurs, supports strong management teams, and equips them for rapid growth.  Our investments can take many forms, including management buyouts, corporate divestitures, liquidity-driven recapit",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
crossoceanfund.com,Cross Ocean Ventures,https://www.linkedin.com/company/crosss-ocean-ventures,https://breakaway.partners,9,11-50,-,Privately Held,Venture Capital and Private Equity Principals,San Francisco,-,United States,Cross Ocean Ventures is the premier early-stage investor for ambitious high-growth technology companies that got their start in Europe and Israel. - That now plan to launch or expand their footprint in the US market. - And are currently on a feasible growth path to receive US Venture Capital led Series-A funding within the next 12-24 months,NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: angel investing, venture studio, preseed funding, venture capital introductions, retail channel development, medical device investment, angel investor group, multiple exit founder investors, digital health, saas), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
leavittequity.com,Leavitt Equity Partners,https://www.linkedin.com/company/leavitt-equity-partners,https://leavittequity.com,18,11-50,2014,Privately Held,Venture Capital and Private Equity Principals,Salt Lake City,Utah,United States,"Leavitt Equity Partners (LEP) is a value-add, healthcare focused private equity firm. Founded in 2014 by Michael Leavitt, former United States Secretary of the Department of Health and Human Services, LEP leverages the healthcare intelligence and broad network of its principals to help portfolio companies thrive in a complex and ever-changing healthcare landscape.  LEP manages over $500M+ AUM on behalf of a network of strategic healthcare partners including health systems, insurers, healthcare s",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: private equity), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
brookventure.com,Brook Venture Partners,https://www.linkedin.com/company/brook-venture-partners,https://www.brookventure.com,5,11-50,1995,Privately Held,Venture Capital and Private Equity Principals,Wakefield,Massachusetts,United States,"Since 1998, Brook Venture Partners has invested in or acquired controlling interest in over 40 expansion stage companies in the Northeastern and Mid-Atlantic US. We are focused on profitable companies in the Healthcare IT, Tech-Enabled Service, and Marketing Techonology industries.    We provide financing to profitable, expansion stage companies. Investment dollars are targeted to support the accelerated business development and sales growth of portfolio companies – effectively scaling an alre",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: venture capital, private equity, investment banking, growth capital), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
hpisinc.com,Hyde Park Alpha,https://www.linkedin.com/company/hydeparkalpha,https://www.hpisinc.com,27,11-50,2015,Privately Held,Venture Capital and Private Equity Principals,New York,New York,United States,"Hyde Park Alpha provides advisory, analytical, and executive services to investment decision-makers, including corporate boards, family offices, and leading investment firms. Since our founding in 2015 in Chicago, we have supported clients across 50+ industries in North America, contributing to over $20 billion in closed equity transactions. Our expertise spans all major asset classes, with a particular focus on private equity, quantitative trading, venture capital, real estate, commodities, cry",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
vacuumgroup.com,Vacuum Group,https://www.linkedin.com/company/vacuum-group,https://vacuumgroup.com,2,51-200,2021,Privately Held,Venture Capital and Private Equity Principals,-,-,United States,"Vacuum Group is the fastest growing innovation hub in CEE with the aim to advance humanity by improving access to capital, justice and healthcare. We think of profit as a fuel to make social impact and our goal is to leverage talent and resources to drive the innovation ecosystem in CEE and beyond. Our portfolio consists of fast growing companies, and our community is constantly expanding.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
onset.com,ONSET Ventures,https://www.linkedin.com/company/onset-ventures,https://www.onset.com,11,11-50,1984,Partnership,Venture Capital and Private Equity Principals,Menlo Park,California,United States,"ONSET Ventures provides start-up, follow-on, and intellectual capital to early-stage technology ventures, helping transform world-class ideas into valuable businesses. We've backed more than 130 companies since 1984 and manage over $1billion in assets.",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: early-stage venture capital in the areas of it and medtech.), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
naplestechnologyventures.com,Naples Technology Ventures,https://www.linkedin.com/company/naples-technology-ventures2,https://naplestechnologyventures.com,11,11-50,-,Privately Held,Venture Capital and Private Equity Principals,Naples,Florida,United States,"Naples Technology Ventures (NTV) invests in early-stage B2B SaaS companies that exhibit strong value-add in their respective markets.  We look for investment opportunities in industries such as Financial Services, Healthcare and Insurance that are ripe for optimization and efficiency. Such industries have been slow to change operationally and are characterized by dated legacy infrastructure and ingrained manual processes. As such, they require new technologies to eliminate operational silos, cre",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: -), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
aspirevc.com,"Aspire Ventures, LLC",https://www.linkedin.com/company/aspire_ventures,https://www.aspirevc.com,10,51-200,2014,Privately Held,Venture Capital and Private Equity Principals,Lancaster,Pennsylvania,United States,"Aspire Ventures, an Aspire Universal Company, is a venture capital firm focused on transforming healthcare with breakthrough technologies. Aspire Ventures leverages its capital, intellectual property, domain expertise, and partnerships to help bring innovations to market faster and more cost effectively for the benefit of people worldwide.   Aspire Ventures has developed A2I, an adaptive artificial intelligence platform, to help its portfolio companies offer innovative mobile, cloud, and machine",NewCo Countdown — Sponsor Side,newco-countdown-sponsor-side,"Matched Blitz industry filter 'Venture Capital and Private Equity(-Principals)' + keyword match on healthcare/medical device/medtech (specialties: mobile, machine learning, cloud computing, crm, ai, big data, health care it, internet of things, healthcare technology, impact investing, precision medicine), US HQ, 11-1000 employee range as a proxy for the segment's operating-partner-bearing PE firm size. This confirms the firm is a healthcare/medtech-focused investor — it does NOT verify the specific triggers the campaign requires: a stated carve-out/divestiture strategy, deal sizes $200M-$2B EV, or a current/recently-announced medtech separation in the portfolio. Those need per-firm verification against 8-K filings, the firm's own portfolio/news page, MedTech Dive, MassDevice, or the Lawrence Evans weekly M&A digest, per the campaign brief's own source list."
