sector_code,sector_name,company_name,website,domain,linkedin_url,matched_name,industry,employees,revenue,country,hq_city,about
TOOL,Tooling & Workholding,"ADVANCED NANO COATING TECHNOLOGY CO.,LTD.",http://www.czanc.com,czanc.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,Affolter Group,https://www.affoltergroup.ch/,affoltergroup.ch,https://www.linkedin.com/company/groupe-affolter,Affolter Group,Machinery Manufacturing,67,-,CH,Malleray,"Le groupe Affolter est une entreprise industrielle basée à Malleray, dans le Jura bernois, Suisse. Il a été fondé par Louis Affolter en 1919 et emploie actuellement 150 collaborate"
TOOL,Tooling & Workholding,AH Group,https://ahgroupna.com/,ahgroupna.com,https://www.linkedin.com/company/ahgroupofcompanies,AH Group of Companies,Commercial and Industrial Machinery Maintenance,172,-,US,Troy,AH Group (certified Minority Business Enterprise) is the global leader in industrial repair management solutions. AH currently serves major OEMs and Fortune 500 companies in the ag
TOOL,Tooling & Workholding,Air Turbine Tools,https://www.airturbinetools.com,airturbinetools.com,https://www.linkedin.com/company/air-turbine-tools,Air Turbine Tools,Machinery Manufacturing,14,-,US,Boca Raton,"Air Turbine Tools® revolutionary constant high speed precision tools redefine performance standards for today's Hand Tools, Motors, and Spindles. From CNC, robotic and other mounte"
TOOL,Tooling & Workholding,"Airflow Systems, Inc.",https://www.airflowsystems.com/,airflowsystems.com,https://www.linkedin.com/company/airflow-systems-inc,"Airflow Systems, Inc",Environmental Services,28,-,US,Dallas,"Airflow Systems Inc. has been designing and manufacturing air cleaning systems for commercial and industrial applications since 1985. Founded in Dallas, Texas, our Mission is to pr"
TOOL,Tooling & Workholding,Allied Machine & Engineering,https://www.alliedmachine.com,alliedmachine.com,https://www.linkedin.com/company/allied-machine-&-engineering-corp-,Allied Machine & Engineering,Machinery Manufacturing,357,-,US,Dover,"Allied Machine & Engineering manufacturers holemaking & finishing tool systems, such as industrial drills, boring tools, thread mills, reamers, & more in Dover, Ohio.  Their produc"
TOOL,Tooling & Workholding,"Aloris Tool Technology Co., Inc.",Http://www.aloris.com,http:,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,AMERICAN INDUSTRIES GROUP,https://www.americanindustriesgroup.com/,americanindustriesgroup.com,https://www.linkedin.com/company/american-industries-group,American Industries Group,International Trade and Development,844,-,MX,Chihuahua,American Industries® is a private Mexican company established in 1976 that has helped over 200 international companies successfully start up and grow their manufacturing and distri
TOOL,Tooling & Workholding,Amistad Industrial Developers,http://www.amistadmexico.com,amistadmexico.com,https://www.linkedin.com/company/amistadmexico,Amistad Industrial Developers,Real Estate,135,-,US,Del Rio,"Amistad is a full-service real estate company, offering our clients a broad spectrum of development capabilities for industrial and corporate facilities. We have industrial parks a"
TOOL,Tooling & Workholding,AML,http://www.amlube.com,amlube.com,https://www.linkedin.com/company/aml-industries,AML,Chemical Manufacturing,59,-,US,Warren,"AML is a manufacturer and supplier of specialty metalworking lubricants, coatings, and metalworking fluids serving automotive, aerospace, and industrial markets worldwide.  AML sup"
TOOL,Tooling & Workholding,AMSOIL Industrial,https://www.amsoilindustrial.com,amsoilindustrial.com,https://www.linkedin.com/company/amsoil-wind-industrial,AMSOIL Industrial,Oil and Gas,40,-,US,Superior,"AMSOIL Industrial is the global leader in wind gearbox reliability and performance. Our engineers provide assistance in all types of industries, including power generation, injecti"
TOOL,Tooling & Workholding,"ANAJ Czech, a.s.",http://www.anaj.cz,anaj.cz,https://www.linkedin.com/company/anaj-czech-a-s,ANAJ Czech a.s.,Fabricated Metal Products,21,-,CZ,Frydlant nad Ostravici,"Wälzfräser, Schneidräder, Stossräder, Turbinenfräser, Sonderwerkzeuge aus Vollhartmetall, Bohrwerkzeuge aus Vollhartmetall, Scheibenfräser aus Vollhartmetall, Sonderformplatten aus"
TOOL,Tooling & Workholding,Anoplate Corporation,https://www.anoplate.com/,anoplate.com,https://www.linkedin.com/company/anoplate-corporation,Anoplate Corporation,Aviation and Aerospace Component Manufacturing,119,-,US,Syracuse,"Anoplate was founded by Milt Stevenson, Sr., in 1960 to serve a growing need among what was then a very small, locally based machine shop and tool industry. Anoplate operates from "
TOOL,Tooling & Workholding,Applitec Moutier SA,https://www.applitec-tools.com,applitec-tools.com,https://www.linkedin.com/company/applitec-moutier-sa,Applitec Moutier SA,Industrial Machinery Manufacturing,34,-,CH,Moutier,"Applitec Moutier SA develops and produces top-quality cutting tools for machining and micromechanics. Based in Moutier, Switzerland, our company has developed in the heart of the t"
TOOL,Tooling & Workholding,Armor Protective Packaging,https://www.armorvci.com/,armorvci.com,https://www.linkedin.com/company/armor-protective-packaging,Armor Protective Packaging,Packaging and Containers Manufacturing,35,-,US,Howell,Armor Protective Packaging® -- we're experts in rust prevention and rust removal -- we bear the title of “Eradicators of Rust” with pride.  ARMOR produces tools to combat rust and 
TOOL,Tooling & Workholding,ARNO-Werkzeuge USA LLC,https://arnousa.com/,arnousa.com,https://www.linkedin.com/company/arno-usa,ARNO USA,Industrial Machinery Manufacturing,6,-,US,Harvard,"Since 1962, ARNO USA has been manufacturing and selling high-quality products for customers in the industrial tooling and machining markets. ARNO USA represents the US branch of AR"
TOOL,Tooling & Workholding,"Asahi Sangyo America, Inc.",https://www.asahi-san.co.jp/en/data.html,asahi-san.co.jp,https://www.linkedin.com/company/itochu-corporation-amman-jordan,ITOCHU Corporation Amman Liaison Office,Executive Offices,1,-,JO,Al Abdali,"ITOCHU has maintained its merchant spirit and the ""Sampo Yoshi""​ management philosophy for 159 years; this core brief has sustained our activities to date. Going into the future, a"
TOOL,Tooling & Workholding,Badass Workbench,http://www.badassworkbench.com,badassworkbench.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,"BAREFOOT BY BEAGLE, INC.",http://www.barefoot-flooring.com,barefoot-flooring.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,"Beckett Packaging, a Division of MOCAP",http://www.beckettpackaging.com,beckettpackaging.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,Bee Clean Specialties,http://www.beecleanspecialties.com,beecleanspecialties.com,https://www.linkedin.com/company/bee-clean-specialties-llc,Bee Clean Specialties LLC,Environmental Services,66,-,US,Schaumburg,"Company Overview   Since our family owned and operated company started in 1977, we have remained committed to our claim- quality, integrity and honesty. Over the past 39 years, w"
TOOL,Tooling & Workholding,"Beijing Worldia Diamond Tools Co.,Ltd.",https://www.worldiatools.com/,worldiatools.com,https://www.linkedin.com/company/%e5%8c%97%e4%ba%ac%e6%b2%83%e5%b0%94%e5%be%b7%e9%87%91%e5%88%9a%e7%9f%b3%e5%b7%a5%e5%85%b7%e8%82%a1%e4%bb%bd%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,北京沃尔德金刚石工具股份有限公司,Mining,20,-,CN,北京市,-
TOOL,Tooling & Workholding,Belotti America Inc,http://www.belottiamerica.com,belottiamerica.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,BIG DAISHOWA,https://www.bigdaishowa.com,bigdaishowa.com,https://www.linkedin.com/company/big-daishowa-americas,BIG DAISHOWA-Americas,Industrial Machinery Manufacturing,54,-,US,Hoffman Estates,BIG DAISHOWA Inc. is a global leader in high-precision tooling systems and solutions for the metalcutting industry. Manufactured with materials and craftsmanship that enable superi
TOOL,Tooling & Workholding,Birla Precision Technologies Limited,https://www.birlaprecision.com,birlaprecision.com,https://www.linkedin.com/company/birla-precision-technologies-ltd,Birla Precision Technologies Ltd,Industrial Machinery Manufacturing,486,-,IN,Mumbai,"Birla Precision Technologies Limited is an Indian engineering company. Company established in 1937, leading in various fields. Birla Precision Tech has 5 divisions, spread over 4 f"
TOOL,Tooling & Workholding,BISON USA Corp.,https://www.bison-america.com/,bison-america.com,https://www.linkedin.com/company/bison-usa-corp,BISON USA Corp,Machinery Manufacturing,5,-,US,West Chester,"BISON-BIAL, founded in 1948, is the largest manufacturer in Poland of technological tooling for manufacturing and has been a world leader in the machine tool accessory industry for"
TOOL,Tooling & Workholding,Blaser Swisslube Inc.,https://blaser.com/,blaser.com,https://www.linkedin.com/company/blaser-swisslube,Blaser Swisslube,Fabrication de produits chimiques,570,-,CH,Hasle-Rüegsau,"Since 1936, we have stood for lubricant solutions that offer measurable added value and are gentle to people and the environment. As a family-owned Swiss company we develop, produc"
TOOL,Tooling & Workholding,Blue Photon Technology & Workholding Systems LLC,https://www.bluephotongrip.com/,bluephotongrip.com,https://www.linkedin.com/company/blue-photon-technology-&-workholding-systems-llc,Blue Photon Technology & Workholding Systems LLC,Industrial Machinery Manufacturing,11,-,US,Shelby,Tired of struggling with workholding problems?  Blue Photon Technology & Workholding Systems LLC can help you simplify workholding for difficult to hold or delicate parts while imp
TOOL,Tooling & Workholding,"Botek America, Inc.",https://botekamerica.com/,botekamerica.com,https://www.linkedin.com/company/botek-america-inc,botek America Inc.,Machinery Manufacturing,5,-,US,Roselle,"Botek America is the U.S. division of Botek Präzisionsbohrtechnik GmbH.  With approximately 750 employees based at our headquarters in Riederich, Germany, located at the foot of th"
TOOL,Tooling & Workholding,C.M.T (USA) INDUSTRIAL INC,http://cmttool.com,cmttool.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,Canela Corporation,http://www.canelacorp.com,canelacorp.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,Carbinite Metal Coatings,https://www.carbinite.com,carbinite.com,https://www.linkedin.com/company/carbinitemetalcoatings,Carbinite Metal Coatings,Mechanical Or Industrial Engineering,7,-,US,Renfrew,"Carbinite Metal Coatings is a mechanical or industrial engineering company based out of 463 Brownsdale Rd, Renfrew, Pennsylvania, United States."
TOOL,Tooling & Workholding,"Carmex Precision Tools, LLC",http://www.carmexusa.com,carmexusa.com,https://www.linkedin.com/company/carmex-precision-tools-llc,Carmex Precision Tools LLC,Machinery Manufacturing,33,-,US,Hartford,"Carmex Precision Tools LLC is a machine tool  company located in 2033 Innovation Way, Hartford, Wisconsin, United States.  Our parent company is based in Maalot, Israel.  We are a "
TOOL,Tooling & Workholding,Carr Lane Manufacturing Co.,https://www.carrlane.com/,carrlane.com,https://www.linkedin.com/company/carr-lane-manufacturing-co-,Carr Lane Manufacturing Co.,Industrial Machinery Manufacturing,121,-,US,Saint Louis,"Since 1952, Carr Lane provides industry-standard parts to engineers and industrial equipment buyers in a myriad of industries including automotive, furniture, appliance, medical, a"
TOOL,Tooling & Workholding,Castlebar Corporation,https://www.castlebar.us/,castlebar.us,https://www.linkedin.com/company/castlebar-corporation,CASTLEBAR CORPORATION,-,5,-,US,Canton,-
TOOL,Tooling & Workholding,CECOR,http://www.cecor.com,cecor.com,https://www.linkedin.com/company/cecor-sumpcleaners-carts,CECOR,Machinery Manufacturing,10,-,US,Belleville,CECOR® designs and manufactures Sump Shark® sump cleaners and industrial carts and containers. We also offer a full line of parts and accessories to supplement and enhance our prod
TOOL,Tooling & Workholding,"CELETOGETHER MACHINERY(KUNSHAN)CO.,LTD.",https://www.celetogether.com/,celetogether.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,"CemeCon, Inc.",https://www.cemecon.com/us/en,cemecon.com,https://www.linkedin.com/company/cemecon-inc1,"CemeCon, Inc.",Industrial Machinery Manufacturing,30,-,US,Horseheads,CemeCon is recognized worldwide as the leader in HiPIMS coatings and the market leader in CVD Diamond coatings.  CemeCon delivers state-of-the-art vacuum coating technologies and t
TOOL,Tooling & Workholding,CERATIZIT USA,http://www.ceratizit.com,ceratizit.com,https://www.linkedin.com/company/ceratizit,CERATIZIT,Metalworking Machinery Manufacturing,1529,-,LU,Mamer,"CERATIZIT - Tooling a Sustainable Future For over 100 years, we have been developing and producing sophisticated hard material cutting and wear protection solutions: From highly sp"
TOOL,Tooling & Workholding,Certus,http://www.certus.com,certus.com,https://www.linkedin.com/company/certusinc,Certus,E-Learning Providers,318,-,US,Orlando,"Certus is a leading professional ed-tech training and certification company that, through its suite of brands and businesses, delivers technical-skills training and compliance solu"
TOOL,Tooling & Workholding,"CHAIN HEADWAY CO., LTD.",http://www.chainheadway.com/,chainheadway.com,https://www.linkedin.com/company/chainheadway,Chain Headway,Industrial Machinery Manufacturing,8,-,TW,"Taichung City, Taiwan","Chain Headway was established in 1992, we commit to the cutting offerings and integrated metal cutting solutions to enhancing our customer productivity.  We have accumulated know-h"
TOOL,Tooling & Workholding,Champion Tool Storage,http://www.championbuilt.com,championbuilt.com,https://www.linkedin.com/company/champion-tool-storage,Champion Tool Storage,Manufacturing,12,-,US,Hood River,"At Champion Tool Storage, our mission is to design and manufacture generational, American-made tool storage solutions that deliver unmatched quality, durability, and performance. W"
TOOL,Tooling & Workholding,"CHEIL GRINDING WHEEL IND.CO.,LTD",https://www.grinding.co.kr/,grinding.co.kr,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,Chem Arrow/MotulTech,https://www.chemarrow.com/,chemarrow.com,https://www.linkedin.com/company/chem-arrow-corporation,Chem Arrow Corporation,Chemical Manufacturing,45,-,US,Irwindale,"Chem Arrow Corporation is a global manufacturer and service provider of industrial metalworking fluids, lubricants, cleaners and specialty chemical products. With over 40 years of "
TOOL,Tooling & Workholding,"CHN-TOP SCI & TECH CO.,LTD",http://www.zhongtuo.net,zhongtuo.net,https://www.linkedin.com/company/chn-topsci-techco-ltd,"CHN-TOP SCI & TECH CO., LTD.",Mechanical Or Industrial Engineering,12,-,CN,ChangSha,"With more than 15 years experience in ultra hard material industries, we offer comprehensive solutions in PCD/PCBN diamond cutting tools industries. ----CNC grinders, Laser cutting"
TOOL,Tooling & Workholding,"CMD International USA, LLC",https://www.cmdintlusa.com,cmdintlusa.com,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,"CMT Co.,Ltd.",http://www.cometmt.co.kr/us/index.htm,cometmt.co.kr,-,-,-,-,-,-,-,-
TOOL,Tooling & Workholding,CNC TOOLS LLC,https://cnctoolsllc.com/,cnctoolsllc.com,https://www.linkedin.com/company/cnc-tools-llc,CNC Tools LLC.,Automation Machinery Manufacturing,4,-,US,Weslaco,"CNC Tools, LLC,  is a trusted, leading provider of top-quality, precision-engineered Industrial Electronic Supplies for CNC machines and manufacturing robots. We work with industri"
TOOL,Tooling & Workholding,CNCTech Group Joint Stock Company,https://cnctech.vn/en/home/,cnctech.vn,https://www.linkedin.com/company/cnctech-industrial,CNCTech Industrial (CIS),Real Estate,23,-,VN,Vinh Phuc,"CNCTech Industrial provides high quality factories and warehouses for rent or purchase in Vinh Phuc, VN. We offer total solutions for everything you need to start operation from fo"
TOOL,Tooling & Workholding,"Cogsdill Tool Products, Inc.",https://cogsdill.com/,cogsdill.com,https://www.linkedin.com/company/cogsdill-tool-products-inc,"Cogsdill Tool Products, Inc",Industrial Machinery Manufacturing,35,-,US,-,"Manufacturer of precision metal cutting and metal working tools.  Specialize in roller burnishing, fine boring and reaming, deburring, and automatic recessing and facing/contouring"
TOOL,Tooling & Workholding,Core Cutter USA,http://www.corecutterusa.com,corecutterusa.com,https://www.linkedin.com/company/core-cutter-llc,Core Cutter LLC,Manufacturing,3,-,US,FARMINGDALE,"Core Cutter, LLC is a family owned and operated high performance carbide cutting tool manufacturer located in Farmingdale, Maine.  We manufacture a variety of standard, modified an"
TOOL,Tooling & Workholding,CORRFLEXO e. K.,http://www.corrflexo.com,corrflexo.com,https://www.linkedin.com/company/corrflexo.-all,CORRFLEXO. All,-,1,-,DE,Solingen,"CORRFLEXO offers competitive prices and quick delivery. Many satisfied customers in Europe, Asia, Middle East and other geographical territories are depending on our high quality p"
TOOL,Tooling & Workholding,CORTOOL MANUFACTURING GROUP,http://www.cortool.cn,cortool.cn,https://www.linkedin.com/company/cortool,Cortool,-,10,-,CN,-,-
TOOL,Tooling & Workholding,CP GRAT -EX MFG. CO.,https://deburringtools.com,deburringtools.com,https://www.linkedin.com/company/cpgratex,CP GRAT-EX MFG. CO.,Mechanical Or Industrial Engineering,2,-,IN,Mumbai,"𝐖𝐞 𝐚𝐫𝐞 𝐭𝐡𝐞 𝐦𝐚𝐧𝐮𝐟𝐚𝐜𝐭𝐮𝐫𝐞𝐫𝐬 𝐨𝐟 𝐇𝐚𝐧𝐝 𝐡𝐞𝐥𝐝 𝐃𝐞𝐛𝐮𝐫𝐫𝐢𝐧𝐠 𝐭𝐨𝐨𝐥𝐬, 𝐮𝐬𝐞𝐝 𝐟𝐨𝐫 𝐭𝐡𝐞 𝐝𝐞𝐛𝐮𝐫𝐫𝐢𝐧𝐠/𝐞𝐝𝐠𝐞 𝐜𝐮𝐭𝐭𝐢𝐧𝐠 𝐨𝐟 𝐚 𝐯𝐚𝐫𝐢𝐞𝐭𝐲 𝐨𝐟 𝐜𝐨𝐦𝐩𝐨𝐧𝐞𝐧𝐭 𝐦𝐚𝐭𝐞𝐫𝐢𝐚𝐥𝐬 𝐬𝐮𝐜𝐡 𝐚𝐬 𝐦𝐞𝐭𝐚𝐥𝐬, 𝐜𝐞𝐫𝐚𝐦𝐢𝐜𝐬, 𝐩𝐥𝐚𝐬𝐭𝐢𝐜𝐬 𝐞𝐭𝐜.𝐓𝐡𝐞 𝐭𝐨𝐨𝐥𝐬 𝐚𝐫𝐞 "
TOOL,Tooling & Workholding,CSSI,https://cssiservices.com/sales/tinesha-anderson/,cssiservices.com,https://www.linkedin.com/company/cssi-services,CSSI Services,Financial Services,249,-,US,Baton Rouge,"CSSI specializes in engineering-based tax consulting for commercial property owners and businesses.  Since 2003, we've completed over 60,000 studies nationwide, helping clients red"
TOOL,Tooling & Workholding,CT Hone Inc.,http://www.cthone.com,cthone.com,https://www.linkedin.com/company/ct-hone-inc,"Ct Hone, Inc",Defense and Space,5,-,US,Plainville,"CT Hone, Inc. provides precision I.D. honing services for a wide variety of industries including Aerospace, Automotive, Commercial, Defense, Manufacturing, Marine, Medical and Oil "
TOOL,Tooling & Workholding,Cutco Gifting,https://www.cutco.com/products/business-gifts,cutco.com,https://www.linkedin.com/company/cutco-cutlery,CUTCO Cutlery,Manufacturing,3562,-,US,Olean,"Cutco® is the knife of cooks, a community of creators that cook to share, not impress. We believe cooking gathers family and friends around the table to create long-lasting memorie"
TOOL,Tooling & Workholding,Cutting Tool Engineering Magazine,https://www.ctemag.com,ctemag.com,https://www.linkedin.com/company/cuttingtoolengineering,Cutting Tool Engineering | Magazine & Media Co.,Media Production,19,-,US,Arlington Heights,"Cutting Tool Engineering (CTE) magazine is published 12 times a year by CTE Publications Inc., 1 Northfield Plaza, Suite 240, Northfield, IL 60093. The business-to-business magazin"
TOOL,Tooling & Workholding,CVD Diamond Corporation,http://www.cvddiamond.com,cvddiamond.com,https://www.linkedin.com/company/cvd-diamond-corporation,CVD Diamond Corporation,Machinery Manufacturing,5,-,CA,London,CVD Diamond Corporation uses proprietary technology to coat tungsten carbide cutting tools with a pure diamond film to provide tool life of up to 70 times as long as bare carbide. 
TOOL,Tooling & Workholding,"DALIAN RICHUAN PRECISE MOULD PRODUCTS CO.,LTD",https://en.dlrichuan.com,en.dlrichuan.com,https://www.linkedin.com/company/%e5%a4%a7%e8%bf%9e%e6%97%a5%e5%b7%9d%e7%b2%be%e5%af%86%e6%a8%a1%e5%85%b7%e9%83%a8%e5%93%81%e6%9c%89%e9%99%90%e5%85%ac%e5%8f%b8,大连日川精密模具部品有限公司,Machinery Manufacturing,2,-,CN,大连市,-
TOOL,Tooling & Workholding,Darex LLC,https://www.darex.com,darex.com,https://www.linkedin.com/company/darex-llc,Darex,Manufacturing,50,-,US,Medford,"Darex, Industrial is proud to be an American company!  Darex began in 1973 in Beecher, Illinois. The D, A and R of DAREX are the initials of three generations of the Bernard family"
TOOL,Tooling & Workholding,Daubert Cromwell,http://www.daubertcromwell.com,daubertcromwell.com,https://www.linkedin.com/company/daubert-cromwell-vci,Daubert Cromwell VCI Corrosion Protection for Industry,Packaging and Containers Manufacturing,78,-,US,Alsip,"Daubert Cromwell is a global manufacturer of corrosion inhibitor (VCI) packaging products used by customers in Metalworking & Fabricating, Heavy Equipment, Automotive, Electronics,"
TOOL,Tooling & Workholding,Delton International USA Inc.,https://www.delton-usa.com,delton-usa.com,https://www.linkedin.com/company/deltonusa,Delton International USA Inc,Manufacturing,2,-,US,Rochester Hills,"We can offer cost effective carbide/ceramic/PCD/CBN inserts, spade drilling inserts, top notch inserts, different types of threading inserts, round tools, adaptor (including damped"
TOOL,Tooling & Workholding,Diametal Inc.,http://www.diametal.com,diametal.com,https://www.linkedin.com/company/diametal-group,DIAMETAL Group,Industrial Machinery Manufacturing,74,-,CH,Bienne,"DIAMETAL is a Swiss-based company with 90 years of experience in the development and manufacturing of high-precision cutting tools, wear parts made of hard metal, watchmaking compo"
TOOL,Tooling & Workholding,"DIRECTAIR, an OTC Industrial Technologies Product",https://directair.com/,directair.com,https://www.linkedin.com/company/directair,DIRECTAIR®,Utilities,8,-,US,Fairfield,"With compressed air as a utility, DIRECTAIR® improves manufacturing operations through our best-in-class compressed air expertise. Our FOURTH UTILITY℠ compressed air service delive"
TOOL,Tooling & Workholding,DK Metals,http://www.dk-metals.com,dk-metals.com,https://www.linkedin.com/company/dk-metals-llc,Dk-Metals Llc,Fabricated Metal Products,2,-,US,Toledo,"DK-Metals LLC is a leading provider of custom precision metal fabricated parts, based in Toledo, Ohio. We specialize in a wide range of high-quality manufacturing processes, includ"
TOOL,Tooling & Workholding,DMC Strategic IT,https://www.dmcstrategicit.com/home,dmcstrategicit.com,https://www.linkedin.com/company/dmc-strategic-it-consulting-llc,DMC Strategic IT,IT Services and IT Consulting,9,-,US,Phoenix,"DMC Strategic IT is the North American Odoo and NetSuite Partner for equipment Manufacturing, Sales, and Distribution Organizations. We collaborate with companies to implement inno"
TOOL,Tooling & Workholding,Dorian Tool International Inc.,http://www.doriantool.com,doriantool.com,https://www.linkedin.com/company/dorian-tool-international,Dorian Tool International,Machinery Manufacturing,29,-,US,East Bernard,"Since the introduction of the Quadra Index Tool Post in 1982, the Dorian Evolution has never stopped.  By developing new ideas and promoting new technology, Dorian Tool has continu"
TOOL,Tooling & Workholding,Drill Masters - Eldorado Tool Inc.,https://dmetool.com/,dmetool.com,https://www.linkedin.com/company/drill-masters-eldorado-tool-inc,"Drill Masters Eldorado Tool, Inc",Machinery Manufacturing,26,-,US,Milford,"DME Tool is one of the largest suppliers and manufacturers of deep hole gun drilling tools, fixtures, and accessories in the world. Our combined experience and resources offer the "
TOOL,Tooling & Workholding,"Effecto, Inc.",https://www.appliedrobotics.com/,appliedrobotics.com,https://www.linkedin.com/company/applied-robotics,Applied Robotics,Automation Machinery Manufacturing,59,-,US,Schenectady,"Applied Robotics, headquartered in Glenville, NY, is a leading provider of standard and engineered end-of-arm tooling, connectivity, and automation solutions designed to give great"
TOOL,Tooling & Workholding,"EJ Company of TN, Inc",https://www.ejcompany.com/,ejcompany.com,https://www.linkedin.com/company/ej-company-inc-,"EJ Company, Inc.",Machinery Manufacturing,9,-,US,Woodbury,We pride ourselves on the Quality and Timely Delivery of the products we produce. We are a premier American manufacturer producing all our products in the USA. Our facility is loca
TOOL,Tooling & Workholding,Elliott Tool Technologies,http://www.elliott-tool.com,elliott-tool.com,https://www.linkedin.com/company/elliott-tool-technologies,Elliott Tool Technologies,Manufacturing,76,-,US,Dayton,"In September 1892, an inventor and manufacturer named Gustav Wiedeke began a small manufacturing business in a modest building at the rear of his Dayton, Ohio home. Over 100 years "
TOOL,Tooling & Workholding,EMPRESA METAL MECANICA S.A. EMEMSA,https://www.ememsa.com,ememsa.com,https://www.linkedin.com/company/ememsa,EMEMSA - Empresa Metal Mecánica S.A,Industrial Machinery Manufacturing,519,-,PE,Lurin,"EMEMSA, found in 1973, was dedicated to the development, manufacturing and shipping of metalworking products"
TOOL,Tooling & Workholding,Engineered Lubricants,http://www.ENGLUBE.com,englube.com,https://www.linkedin.com/company/engineered-lubricants,Engineered Lubricants,Oil and Gas,30,-,US,Maryland Heights,"Since 1967, Engineered Lubricants has been an independent manufacturer of industrial lubricants and metalworking fluids specifically designed to increase production and eliminate u"
TOOL,Tooling & Workholding,Ensitech Inc.,https://tigbrush.com/,tigbrush.com,https://www.linkedin.com/company/ensitech-pty-ltd,Ensitech,Appliances; Electrical; and Electronics Manufacturing,20,-,AU,Emu Plains,"Ensitech, a wholly Australian-owned company established in 2006, is the award-winning developer and manufacturer of the TIG Brush Stainless Steel Weld Cleaning System and the globa"
